mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	staff_text	tempo	qpm	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
19	17	131/2	131/2	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	243								
19	17	66	66	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	244								
19	17	133/2	133/2	0.0	1/2	1/2	FiguredBass	4/4	3	1	0								1/4	7		
19	17	133/2	133/2	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	245								
19	17	67	67	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	246								
19	17	135/2	135/2	0.0	3/4	3/4	FiguredBass	4/4	3	1	0								1/8	6		
19	17	135/2	135/2	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	247								
19	17	68	68	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	248								
20	18	137/2	137/2	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	249								
20	18	69	69	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	250								
20	18	139/2	139/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	251								
20	18	70	70	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	252								
20	18	141/2	141/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	253								
20	18	143/2	143/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	254								
20	18	137/2	137/2	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	255								
20	18	139/2	139/2	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	256								
20	18	143/2	143/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	257								
20	18	137/2	137/2	0.0	0	0	FiguredBass	4/4	3	1	0								1/8	7	#	
20	18	137/2	137/2	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	258								
20	18	69	69	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	259								
20	18	139/2	139/2	0.0	1/4	1/4	FiguredBass	4/4	3	1	0								1/8	6		
20	18	139/2	139/2	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	260								
20	18	70	70	0.0	3/8	3/8	FiguredBass	4/4	3	1	0								1/8	6	5	
20	18	70	70	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	261								
20	18	141/2	141/2	0.0	1/2	1/2	FiguredBass	4/4	3	1	0								1/8	6	4	
20	18	141/2	141/2	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	262								
20	18	71	71	0.0	5/8	5/8	FiguredBass	4/4	3	1	0								1/8	7	5	
20	18	71	71	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	263								
20	18	143/2	143/2	0.0	3/4	3/4	FiguredBass	4/4	3	1	0								3/8	#		
20	18	143/2	143/2	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	264								
21	19	145/2	145/2	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	265								
21	19	73	73	0.0	1/8	1/8	StaffText	4/4	1	1	0				piano							
21	19	73	73	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	266								
21	19	147/2	147/2	1.5	1/4	1/4	Chord	4/4	1	1	3/8	1/4	3/2	267								
21	19	75	75	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	268								
21	19	151/2	151/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	269								
21	19	145/2	145/2	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	270								
21	19	74	74	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	271								
21	19	149/2	149/2	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	272								
21	19	76	76	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	273								
21	19	145/2	145/2	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	274								
21	19	73	73	0.0	1/8	1/8	FiguredBass	4/4	3	1	0								1/8	5		
21	19	147/2	147/2	0.0	1/4	1/4	FiguredBass	4/4	3	1	0								1/8	6		
21	19	74	74	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	275								
21	19	149/2	149/2	0.0	1/2	1/2	FiguredBass	4/4	3	1	0								1/4	7		
21	19	149/2	149/2	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	276								
21	19	75	75	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	277								
21	19	151/2	151/2	0.0	3/4	3/4	FiguredBass	4/4	3	1	0								1/8	6		
21	19	151/2	151/2	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	278								
21	19	76	76	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	279								
22	20	153/2	153/2	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	280								
22	20	77	77	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	281								
22	20	155/2	155/2	1.5	1/4	1/4	Chord	4/4	1	1	3/8	1/4	3/2	282								
22	20	79	79	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	283								
22	20	159/2	159/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	284								
22	20	80	80	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	285								
22	20	153/2	153/2	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	286								
22	20	78	78	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	287								
22	20	157/2	157/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	288								
22	20	159/2	159/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	289								
22	20	153/2	153/2	0.0	0	0	FiguredBass	4/4	3	1	0								1/4	7		
22	20	153/2	153/2	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	290								
22	20	77	77	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	291								
22	20	155/2	155/2	0.0	1/4	1/4	FiguredBass	4/4	3	1	0								1/8	6		
22	20	155/2	155/2	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	292								
22	20	78	78	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	293								
22	20	157/2	157/2	0.0	1/2	1/2	FiguredBass	4/4	3	1	0								1/8	7	#	
22	20	157/2	157/2	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	294								
22	20	79	79	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	295								
22	20	159/2	159/2	0.0	3/4	3/4	FiguredBass	4/4	3	1	0								1/8	6		
22	20	159/2	159/2	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	296								
22	20	80	80	0.0	7/8	7/8	FiguredBass	4/4	3	1	0								1/8	6	5	
22	20	80	80	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	297								
23	21	161/2	161/2	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	298								
23	21	163/2	163/2	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	299								
23	21	165/2	165/2	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	300								
23	21	161/2	161/2	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	301								
23	21	163/2	163/2	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	302								
23	21	165/2	165/2	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	303								
23	21	161/2	161/2	0.0	0	0	FiguredBass	4/4	3	1	0								1/8	6	4	
23	21	161/2	161/2	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	304								
23	21	81	81	0.0	1/8	1/8	FiguredBass	4/4	3	1	0								1/8	7	5	
23	21	81	81	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	305								
23	21	163/2	163/2	0.0	1/4	1/4	FiguredBass	4/4	3	1	0								1/4	#		
23	21	163/2	163/2	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	306								
23	21	165/2	165/2	1.5	1/2	1/2	Chord	4/4	3	1	3/8	1/4	3/2	307								
24	22	84	84	0.0	0	0	Tempo	3/2	1	1	0					Grave	120.0	1.0				
24	22	88	88	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	308								
24	22	88	88	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	309								
24	22	88	88	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	310								
25	23	90	90	4.0	0	0	Chord	3/2	1	1	1	1	1	311								
25	23	94	94	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	312								
25	23	90	90	4.0	0	0	Chord	3/2	2	1	1	1	1	313								
25	23	94	94	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	314								
25	23	90	90	0.0	0	0	FiguredBass	3/2	3	1	0								1	6	#	
25	23	90	90	4.0	0	0	Chord	3/2	3	1	1	1	1	315								
25	23	94	94	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	316								
26	24	96	96	4.0	0	0	Chord	3/2	1	1	1	1	1	317								
26	24	100	100	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	318								
26	24	96	96	4.0	0	0	Chord	3/2	2	1	1	1	1	319								
26	24	100	100	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	320								
26	24	96	96	0.0	0	0	FiguredBass	3/2	3	1	0								1	7		
26	24	96	96	4.0	0	0	Chord	3/2	3	1	1	1	1	321								
26	24	100	100	0.0	1	1	FiguredBass	3/2	3	1	0								1/2	6		
26	24	100	100	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	322								
27	25	102	102	6.0	0	0	Chord	3/2	1	1	3/2	1	3/2	323								
27	25	102	102	6.0	0	0	Chord	3/2	2	1	3/2	1	3/2	324								
27	25	102	102	0.0	0	0	FiguredBass	3/2	3	1	0								3/2	#		
27	25	102	102	6.0	0	0	Chord	3/2	3	1	3/2	1	3/2	325								
28	26	108	108	0.0	0	0	Tempo	4/4	1	1	0					Adagio	72.0	1.0				
28	26	108	108	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	326								
28	26	109	109	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	327								
28	26	110	110	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	328								
28	26	221/2	221/2	1.0	5/8	5/8	Chord	4/4	1	1	1/4	1/4	1	329								
28	26	223/2	223/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	330								
28	26	110	110	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	331								
28	26	111	111	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	332								
28	26	217/2	217/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	333								
28	26	109	109	0.0	1/4	1/4	FiguredBass	4/4	3	1	0								1/8	6		
28	26	109	109	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	334								
28	26	219/2	219/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	335								
28	26	110	110	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	336								
28	26	221/2	221/2	0.0	5/8	5/8	FiguredBass	4/4	3	1	0								1/8	6		
28	26	221/2	221/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	337								
28	26	111	111	0.0	3/4	3/4	FiguredBass	4/4	3	1	0								1/8	6\	5	
28	26	111	111	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	338								
28	26	223/2	223/2	0.0	7/8	7/8	FiguredBass	4/4	3	1	0								1/8	#		
28	26	223/2	223/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	339								
29	27	112	112	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	340								
29	27	113	113	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	341								
29	27	114	114	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	342								
29	27	115	115	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	343								
29	27	112	112	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	344								
29	27	225/2	225/2	1.0	1/8	1/8	Chord	4/4	2	1	1/4	1/4	1	345								
29	27	227/2	227/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	346								
29	27	114	114	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	347								
29	27	115	115	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	348								
29	27	112	112	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	349								
29	27	225/2	225/2	0.0	1/8	1/8	FiguredBass	4/4	3	1	0								1/8	6		
29	27	225/2	225/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	350								
29	27	113	113	0.0	1/4	1/4	FiguredBass	4/4	3	1	0								1/8	6	5	
29	27	113	113	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	351								
29	27	227/2	227/2	0.0	3/8	3/8	FiguredBass	4/4	3	1	0								1/8	#		
29	27	227/2	227/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	352								
29	27	114	114	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	353								
29	27	229/2	229/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	354								
29	27	115	115	0.0	3/4	3/4	FiguredBass	4/4	3	1	0								1/8	6	4+	
29	27	115	115	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	355								
29	27	231/2	231/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16	1/16	1	356								
29	27	463/4	463/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16	1/16	1	357								
30	28	116	116	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	358								
30	28	117	117	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	359								
30	28	118	118	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	360								
30	28	237/2	237/2	1.0	5/8	5/8	Chord	4/4	1	1	1/4	1/4	1	361								
30	28	239/2	239/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	362								
30	28	116	116	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	363								
30	28	118	118	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	364								
30	28	119	119	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	365								
30	28	116	116	0.0	0	0	FiguredBass	4/4	3	1	0								1/8	6		
30	28	116	116	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	366								
30	28	233/2	233/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	367								
30	28	117	117	0.0	1/4	1/4	FiguredBass	4/4	3	1	0								1/8	6		
30	28	117	117	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	368								
30	28	235/2	235/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	369								
30	28	118	118	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	370								
30	28	237/2	237/2	0.0	5/8	5/8	FiguredBass	4/4	3	1	0								1/8	6		
30	28	237/2	237/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	371								
30	28	119	119	0.0	3/4	3/4	FiguredBass	4/4	3	1	0								1/8	6	5	
30	28	119	119	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	372								
30	28	239/2	239/2	0.0	7/8	7/8	FiguredBass	4/4	3	1	0								1/8	#		
30	28	239/2	239/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	373								
31	29	120	120	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	374								
31	29	121	121	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	375								
31	29	122	122	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	376								
31	29	245/2	245/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	377								
31	29	123	123	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	378								
31	29	120	120	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	379								
31	29	241/2	241/2	1.0	1/8	1/8	Chord	4/4	2	1	1/4	1/4	1	380								
31	29	243/2	243/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	381								
31	29	122	122	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	382								
31	29	247/2	247/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	383								
31	29	120	120	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	384								
31	29	241/2	241/2	0.0	1/8	1/8	FiguredBass	4/4	3	1	0								1/8	6		
31	29	241/2	241/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	385								
31	29	121	121	0.0	1/4	1/4	FiguredBass	4/4	3	1	0								1/8	6	5	
31	29	121	121	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	386								
31	29	243/2	243/2	0.0	3/8	3/8	FiguredBass	4/4	3	1	0								1/8	#		
31	29	243/2	243/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	387								
31	29	122	122	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	388								
31	29	247/2	247/2	0.0	7/8	7/8	FiguredBass	4/4	3	1	0								1/8	5		
31	29	247/2	247/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	389								
32	30	124	124	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	390								
32	30	249/2	249/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	391								
32	30	499/4	499/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	392								
32	30	125	125	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	393								
32	30	251/2	251/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	394								
32	30	126	126	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	395								
32	30	124	124	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	396								
32	30	251/2	251/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	397								
32	30	126	126	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	398								
32	30	253/2	253/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	399								
32	30	127	127	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	400								
32	30	255/2	255/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	401								
32	30	124	124	0.0	0	0	FiguredBass	4/4	3	1	0								1/8	5	4	
32	30	124	124	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	402								
32	30	249/2	249/2	0.0	1/8	1/8	FiguredBass	4/4	3	1	0								1/8	3		
32	30	251/2	251/2	0.0	3/8	3/8	FiguredBass	4/4	3	1	0								1/8	6		
32	30	251/2	251/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	403								
32	30	126	126	0.0	1/2	1/2	FiguredBass	4/4	3	1	0								1/8	6	5	
32	30	126	126	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	404								
32	30	253/2	253/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	405								
32	30	127	127	0.0	3/4	3/4	FiguredBass	4/4	3	1	0								1/8	5		
32	30	127	127	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	406								
32	30	255/2	255/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	407								
33	31	128	128	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	408								
33	31	129	129	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	409								
33	31	259/2	259/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	410								
33	31	130	130	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	411								
33	31	128	128	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	412								
33	31	259/2	259/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	413								
33	31	130	130	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	414								
33	31	261/2	261/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	415								
33	31	131	131	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	416								
33	31	263/2	263/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	417								
33	31	128	128	0.0	0	0	FiguredBass	4/4	3	1	0								1/8	4	3	
33	31	128	128	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	418								
33	31	257/2	257/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16	1/16	1	419								
33	31	515/4	515/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16	1/16	1	420								
33	31	129	129	0.0	1/4	1/4	FiguredBass	4/4	3	1	0								1/8	6		
33	31	129	129	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	421								
33	31	259/2	259/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	422								
33	31	130	130	0.0	1/2	1/2	FiguredBass	4/4	3	1	0								1/8	6		
33	31	130	130	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	423								
33	31	261/2	261/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	424								
33	31	131	131	0.0	3/4	3/4	FiguredBass	4/4	3	1	0								1/8	5		
33	31	131	131	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	425								
33	31	263/2	263/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	426								
34	32	132	132	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	427								
34	32	133	133	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	428								
34	32	267/2	267/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	429								
34	32	134	134	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	430								0
34	32	537/4	537/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	431								
34	32	269/2	269/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	432								1
34	32	539/4	539/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	433								
34	32	135	135	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	434								
34	32	132	132	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	435								
34	32	267/2	267/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	436								
34	32	134	134	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	437								2
34	32	537/4	537/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	438								2
34	32	269/2	269/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	439								
34	32	135	135	0.75	3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	440								
34	32	543/4	543/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	441								
34	32	132	132	0.0	0	0	FiguredBass	4/4	3	1	0								1/8	4	3	
34	32	132	132	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	442								
34	32	265/2	265/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16	1/16	1	443								
34	32	531/4	531/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16	1/16	1	444								
34	32	133	133	0.0	1/4	1/4	FiguredBass	4/4	3	1	0								1/8	6		
34	32	133	133	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	445								
34	32	267/2	267/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	446								
34	32	134	134	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	447								
34	32	269/2	269/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	448								
34	32	135	135	0.0	3/4	3/4	FiguredBass	4/4	3	1	0								1/8	5	4	
34	32	135	135	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	449								
34	32	271/2	271/2	0.0	7/8	7/8	FiguredBass	4/4	3	1	0								1/8	3		
34	32	271/2	271/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	450								
35	33	136	136	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	451								
35	33	273/2	273/2	1.0	1/8	1/8	Chord	4/4	1	1	1/4	1/4	1	452								
35	33	275/2	275/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	453								
35	33	138	138	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	454								
35	33	277/2	277/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	455								
35	33	139	139	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	456								
35	33	136	136	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	457								
35	33	277/2	277/2	1.0	5/8	5/8	Chord	4/4	2	1	1/4	1/4	1	458								
35	33	279/2	279/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	459								
35	33	136	136	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	460								
35	33	273/2	273/2	0.0	1/8	1/8	FiguredBass	4/4	3	1	0								1/8	6		
35	33	273/2	273/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	461								
35	33	137	137	0.0	1/4	1/4	FiguredBass	4/4	3	1	0								1/8	6	5	
35	33	137	137	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	462								
35	33	275/2	275/2	0.0	3/8	3/8	FiguredBass	4/4	3	1	0								1/8	#		
35	33	275/2	275/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	463								
35	33	138	138	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	464								
35	33	277/2	277/2	0.0	5/8	5/8	FiguredBass	4/4	3	1	0								1/8	6		
35	33	277/2	277/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	465								
35	33	139	139	0.0	3/4	3/4	FiguredBass	4/4	3	1	0								1/8	6	5	
35	33	139	139	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	466								
35	33	279/2	279/2	0.0	7/8	7/8	FiguredBass	4/4	3	1	0								1/8	#		
35	33	279/2	279/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	467								
36	34	140	140	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	468								
36	34	281/2	281/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	469								
36	34	141	141	1.5	1/4	1/4	Chord	4/4	1	1	3/8	1/4	3/2	470								
36	34	285/2	285/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	471								
36	34	143	143	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	472								
36	34	140	140	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	473								
36	34	283/2	283/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	474								
36	34	142	142	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	475								
36	34	287/2	287/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	476								
36	34	140	140	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	477								
36	34	283/2	283/2	0.0	3/8	3/8	FiguredBass	4/4	3	1	0								1/8	5		
36	34	283/2	283/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	478								
36	34	142	142	0.0	1/2	1/2	FiguredBass	4/4	3	1	0								1/8	5	4	
