mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
11	11	42	42	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	253											
11	11	85/2	85/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	254											
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	255											
11	11	40	40	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	256											
11	11	85/2	85/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	257											
11	11	43	43	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	258											
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	259											
11	11	40	40	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	260											
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	261											
11	11	42	42	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	262											
11	11	85/2	85/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	263											
11	11	43	43	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	264											
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	265											
11	11	40	40	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	266											
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	267											
11	11	42	42	0.0	1/2	1/2	FiguredBass	4/4	4	1	0										1/8	#			
11	11	42	42	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	268											
11	11	85/2	85/2	0.0	5/8	5/8	FiguredBass	4/4	4	1	0										1/8	6			
11	11	85/2	85/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	269											
11	11	43	43	0.0	3/4	3/4	FiguredBass	4/4	4	1	0										1/8	6			
11	11	43	43	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	270											
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	271											
12	12	44	44	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	272											
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	273											
12	12	46	46	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	274											
12	12	95/2	95/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	275											9
12	12	191/4	191/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	276											
12	12	44	44	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	277											
12	12	89/2	89/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	278											
12	12	45	45	1.5	1/4	1/4	Chord	4/4	2	1	3/8	1/4	3/2	279											
12	12	93/2	93/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	280											
12	12	47	47	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	281											
12	12	44	44	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	282											
12	12	45	45	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	283											
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	284											
12	12	46	46	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	285											
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	286											
12	12	44	44	0.0	0	0	FiguredBass	4/4	4	1	0										1/4	#			
12	12	44	44	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	287											
12	12	45	45	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	288											
12	12	91/2	91/2	0.0	3/8	3/8	FiguredBass	4/4	4	1	0										1/8	4+	2		
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	289											
12	12	46	46	0.0	1/2	1/2	FiguredBass	4/4	4	1	0										1/4	7			
12	12	46	46	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	290											
12	12	95/2	95/2	0.0	7/8	7/8	FiguredBass	4/4	4	1	0										1/8	6\			
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	291											
13	13	48	48	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	292											
13	13	97/2	97/2	1.0	1/8	1/8	Chord	4/4	1	1	1/4	1/4	1	293											
13	13	99/2	99/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	294											10
13	13	199/4	199/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	295											
13	13	50	50	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	296											11
13	13	201/4	201/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	297											
13	13	101/2	101/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	298											12
13	13	203/4	203/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	299											
13	13	51	51	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	300											
13	13	48	48	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	301											
13	13	97/2	97/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	302											13
13	13	195/4	195/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	303											
13	13	49	49	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	304											
13	13	99/2	99/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	305											
13	13	50	50	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	306											
13	13	101/2	101/2	1.0	5/8	5/8	Chord	4/4	2	1	1/4	1/4	1	307											
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	308											
13	13	48	48	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	309											
13	13	99/2	99/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	310											
13	13	50	50	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	311											
13	13	51	51	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	312											
13	13	48	48	0.0	0	0	FiguredBass	4/4	4	1	0										1/4	7	#		
13	13	48	48	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	313											
13	13	99/2	99/2	0.0	3/8	3/8	FiguredBass	4/4	4	1	0										1/8	6			
13	13	99/2	99/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	314											
13	13	50	50	0.0	1/2	1/2	FiguredBass	4/4	4	1	0										1/8	6\	4+	3	
13	13	50	50	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	315											
13	13	101/2	101/2	0.0	5/8	5/8	FiguredBass	4/4	4	1	0										1/8	7	5		
13	13	51	51	0.0	3/4	3/4	FiguredBass	4/4	4	1	0										1/8	5	4		
13	13	51	51	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	316											
13	13	103/2	103/2	0.0	7/8	7/8	FiguredBass	4/4	4	1	0										1/8	#			
14	14	52	52	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	317											
14	14	105/2	105/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	318											14
14	14	211/4	211/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	319											
14	14	53	53	1.5	1/4	1/4	Chord	4/4	1	1	3/8	1/4	3/2	320											
14	14	109/2	109/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	321											
14	14	55	55	0.75	3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	322											
14	14	223/4	223/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	323											
14	14	52	52	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	324											
14	14	107/2	107/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	325											
14	14	54	54	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	326											
14	14	109/2	109/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	327											
14	14	55	55	0.75	3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	328											
14	14	223/4	223/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	329											
14	14	52	52	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	330											
14	14	107/2	107/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	331											
14	14	54	54	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	332											
14	14	109/2	109/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	333											
14	14	55	55	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	334											
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	335											
14	14	52	52	0.0	0	0	FiguredBass	4/4	4	1	0										3/8	h			
14	14	52	52	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	336											
14	14	107/2	107/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	337											
14	14	54	54	0.0	1/2	1/2	FiguredBass	4/4	4	1	0										1/8	7	#		
14	14	54	54	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	338											
14	14	109/2	109/2	0.0	5/8	5/8	FiguredBass	4/4	4	1	0										1/8	h			
14	14	109/2	109/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	339											
14	14	55	55	0.0	3/4	3/4	FiguredBass	4/4	4	1	0										1/8	5	4		
14	14	55	55	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	340											
14	14	111/2	111/2	0.0	7/8	7/8	FiguredBass	4/4	4	1	0										1/8	#			
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	341											
15	15	56	56	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	342											
15	15	113/2	113/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	343											15
15	15	227/4	227/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	344											
15	15	57	57	1.5	1/4	1/4	Chord	4/4	1	1	3/8	1/4	3/2	345											
15	15	117/2	117/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	346											
15	15	59	59	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	347											
15	15	56	56	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	348											
15	15	115/2	115/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	349											
15	15	58	58	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	350											
15	15	117/2	117/2	1.0	5/8	5/8	Chord	4/4	2	1	1/4	1/4	1	351											
15	15	119/2	119/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	352											
15	15	56	56	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	353											
15	15	115/2	115/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	354											
15	15	58	58	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	355											
15	15	117/2	117/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	356											
15	15	59	59	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	357											
15	15	119/2	119/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	358											
15	15	56	56	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	359											
15	15	115/2	115/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	360											
15	15	58	58	0.0	1/2	1/2	FiguredBass	4/4	4	1	0										1/8	7			
15	15	58	58	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	361											
15	15	117/2	117/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	362											
15	15	59	59	0.0	3/4	3/4	FiguredBass	4/4	4	1	0										1/8	5	4		
15	15	59	59	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	363											
15	15	119/2	119/2	0.0	7/8	7/8	FiguredBass	4/4	4	1	0										1/8	3			
15	15	119/2	119/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	364											
16	16	60	60	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	365											
16	16	61	61	1.5	1/4	1/4	Chord	4/4	1	1	3/8	1/4	3/2	366											
16	16	125/2	125/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	367											
16	16	63	63	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	368											
16	16	253/4	253/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	369											
16	16	127/2	127/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	370											
16	16	255/4	255/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	371											
16	16	60	60	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	372											
16	16	121/2	121/2	1.0	1/8	1/8	Chord	4/4	2	1	1/4	1/4	1	373											
16	16	123/2	123/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	374											
16	16	62	62	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	375											
16	16	63	63	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	376											
16	16	253/4	253/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	377											
16	16	127/2	127/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	378											
16	16	255/4	255/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	379											
16	16	60	60	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	380											
16	16	121/2	121/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	381											
16	16	61	61	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	382											
16	16	123/2	123/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	383											
16	16	62	62	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	384											
16	16	125/2	125/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	385											
16	16	63	63	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	386											
16	16	127/2	127/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	387											
16	16	60	60	0.0	0	0	FiguredBass	4/4	4	1	0										1/8	9			
16	16	60	60	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	388											
16	16	121/2	121/2	0.0	1/8	1/8	FiguredBass	4/4	4	1	0										1/8	8			
16	16	121/2	121/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	389											
16	16	61	61	0.0	1/4	1/4	FiguredBass	4/4	4	1	0										1/8	5	4		
16	16	61	61	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	390											
16	16	123/2	123/2	0.0	3/8	3/8	FiguredBass	4/4	4	1	0										1/8	#			
16	16	123/2	123/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	391											
16	16	62	62	0.0	1/2	1/2	FiguredBass	4/4	4	1	0										1/8	9			
16	16	62	62	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	392											
16	16	125/2	125/2	0.0	5/8	5/8	FiguredBass	4/4	4	1	0										1/8	8			
16	16	125/2	125/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	393											
16	16	63	63	0.0	3/4	3/4	FiguredBass	4/4	4	1	0										1/8	6			
16	16	63	63	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	394											
16	16	127/2	127/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	395											
17	17	64	64	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	396											
17	17	129/2	129/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	397											
17	17	65	65	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	398											16
17	17	131/2	131/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	399											
17	17	133/2	133/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	400											17
17	17	267/4	267/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	401											
17	17	67	67	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	402											18
17	17	135/2	135/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	403											
17	17	64	64	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	404											
17	17	131/2	131/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	405											
17	17	66	66	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	406											19
17	17	133/2	133/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	407											
17	17	135/2	135/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	408											20
17	17	271/4	271/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	409											
17	17	64	64	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	410											
17	17	131/2	131/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	411											
17	17	66	66	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	412											
17	17	133/2	133/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	413											
17	17	135/2	135/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	414											
17	17	64	64	0.0	0	0	FiguredBass	4/4	4	1	0										1/4	#			
17	17	64	64	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	415											
17	17	131/2	131/2	0.0	3/8	3/8	FiguredBass	4/4	4	1	0										1/8	#			
17	17	131/2	131/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	416											
17	17	66	66	0.0	1/2	1/2	FiguredBass	4/4	4	1	0										1/8	b			
17	17	66	66	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	417											
17	17	133/2	133/2	0.0	5/8	5/8	FiguredBass	4/4	4	1	0										1/8	#			
17	17	133/2	133/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	418											
17	17	135/2	135/2	0.0	7/8	7/8	FiguredBass	4/4	4	1	0										1/8	#			
17	17	135/2	135/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	419											
18	18	137/2	137/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	420											
18	18	69	69	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	421											21
18	18	139/2	139/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	422											
18	18	141/2	141/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	423											22
18	18	283/4	283/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	424											
18	18	71	71	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	425											
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	426											
18	18	68	68	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	427											23
18	18	137/2	137/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	428											
18	18	139/2	139/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	429											
18	18	70	70	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	430											24
18	18	141/2	141/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	431											
18	18	143/2	143/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	432											
18	18	287/4	287/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	433											
18	18	68	68	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	434											
18	18	137/2	137/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	435											
18	18	139/2	139/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	436											
18	18	70	70	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	437											
18	18	141/2	141/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	438											
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	439											
18	18	68	68	0.0	0	0	FiguredBass	4/4	4	1	0										1/8	b			
18	18	68	68	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	440											
18	18	137/2	137/2	0.0	1/8	1/8	FiguredBass	4/4	4	1	0										1/8	#			
18	18	137/2	137/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	441											
18	18	139/2	139/2	0.0	3/8	3/8	FiguredBass	4/4	4	1	0										1/8	#			
18	18	139/2	139/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	442											
18	18	70	70	0.0	1/2	1/2	FiguredBass	4/4	4	1	0										1/8	b			
18	18	70	70	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	443											
18	18	141/2	141/2	0.0	5/8	5/8	FiguredBass	4/4	4	1	0										1/8	#			
18	18	141/2	141/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	444											
18	18	143/2	143/2	0.0	7/8	7/8	FiguredBass	4/4	4	1	0										1/8	#			
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	445											
19	19	72	72	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	446											
19	19	145/2	145/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	447											
19	19	73	73	0.75	1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	448											
19	19	295/4	295/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	449											
19	19	74	74	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	450											
19	19	72	72	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	451											
19	19	145/2	145/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	452											
19	19	73	73	0.75	1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	453											
19	19	295/4	295/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	454											
19	19	74	74	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	455											
19	19	149/2	149/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	456											
19	19	299/4	299/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	457											
19	19	75	75	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	458											
19	19	72	72	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	459											
19	19	145/2	145/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	460											
19	19	73	73	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	461											
19	19	147/2	147/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	462											
19	19	74	74	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	463											
19	19	149/2	149/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	464											
19	19	75	75	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	465											
19	19	151/2	151/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	466											
19	19	72	72	0.0	0	0	FiguredBass	4/4	4	1	0										1/8	5			
19	19	72	72	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	467											
19	19	145/2	145/2	0.0	1/8	1/8	FiguredBass	4/4	4	1	0										1/4	6			
19	19	147/2	147/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	468											
19	19	74	74	0.0	1/2	1/2	FiguredBass	4/4	4	1	0										1/8	#			
19	19	74	74	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	469											
19	19	149/2	149/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	470											
19	19	75	75	0.0	3/4	3/4	FiguredBass	4/4	4	1	0										1/8	6			
19	19	75	75	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	471											
19	19	151/2	151/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	472											
20	20	76	76	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	473											
20	20	155/2	155/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	474											25
20	20	311/4	311/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	475											
20	20	78	78	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	476											26
20	20	313/4	313/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	477											
20	20	157/2	157/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	478											27
20	20	315/4	315/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	479											
20	20	79	79	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	480											
20	20	76	76	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	481											
20	20	153/2	153/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	482											28
20	20	307/4	307/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	483											
20	20	77	77	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	484											
20	20	79	79	0.75	3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	485											
20	20	319/4	319/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	486											
20	20	76	76	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	487											
20	20	153/2	153/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	488											
20	20	77	77	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	489											
20	20	155/2	155/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	490											
20	20	78	78	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	491											
20	20	157/2	157/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	492											
20	20	79	79	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	493											
20	20	159/2	159/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	494											
20	20	76	76	0.0	0	0	FiguredBass	4/4	4	1	0										1/8	9			
20	20	76	76	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	495											
20	20	153/2	153/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	496											
20	20	77	77	0.0	1/4	1/4	FiguredBass	4/4	4	1	0										1/8	6			
20	20	77	77	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	497											
20	20	155/2	155/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	498											
20	20	78	78	0.0	1/2	1/2	FiguredBass	4/4	4	1	0										1/8	6	5		
20	20	78	78	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	499											
20	20	157/2	157/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	500											
20	20	79	79	0.0	3/4	3/4	FiguredBass	4/4	4	1	0										1/8	5	4		
20	20	79	79	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	501											
20	20	159/2	159/2	0.0	7/8	7/8	FiguredBass	4/4	4	1	0										1/8	#			
