mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
14	13	151/2	151/2	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	266										48
14	13	76	76	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	267										
14	13	153/2	153/2	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	268										
14	13	77	77	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	269										49
14	13	155/2	155/2	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	270										
14	13	78	78	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	271										
14	13	145/2	145/2	1.5	0	0	Chord	12/8	2	1	3/8	1/4	3/2	272										
14	13	74	74	1.5	3/8	3/8	Chord	12/8	2	1	3/8	1/4	3/2	273										
14	13	151/2	151/2	1.5	3/4	3/4	Chord	12/8	2	1	3/8	1/4	3/2	274										
14	13	77	77	1.5	9/8	9/8	Chord	12/8	2	1	3/8	1/4	3/2	275										
14	13	145/2	145/2	0.0	0	0	FiguredBass	12/8	3	1	0										3/8	6		
14	13	145/2	145/2	1.5	0	0	Chord	12/8	3	1	3/8	1/4	3/2	276										
14	13	74	74	0.0	3/8	3/8	FiguredBass	12/8	3	1	0										3/8	6	#	
14	13	74	74	1.5	3/8	3/8	Chord	12/8	3	1	3/8	1/4	3/2	277										
14	13	151/2	151/2	0.0	3/4	3/4	FiguredBass	12/8	3	1	0										3/8	6		
14	13	151/2	151/2	1.5	3/4	3/4	Chord	12/8	3	1	3/8	1/4	3/2	278										
14	13	77	77	0.0	9/8	9/8	FiguredBass	12/8	3	1	0										3/8	6		
14	13	77	77	1.5	9/8	9/8	Chord	12/8	3	1	3/8	1/4	3/2	279										
15	14	157/2	157/2	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	280										50
15	14	79	79	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	281										
15	14	159/2	159/2	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	282										
15	14	80	80	1.0	3/8	3/8	Chord	12/8	1	1	1/4	1/4	1	283										
15	14	81	81	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	284										
15	14	163/2	163/2	1.5	3/4	3/4	Chord	12/8	1	1	3/8	1/4	3/2	285										
15	14	83	83	1.0	9/8	9/8	Chord	12/8	1	1	1/4	1/4	1	286										
15	14	157/2	157/2	1.5	0	0	Chord	12/8	2	1	3/8	1/4	3/2	287										
15	14	80	80	1.5	3/8	3/8	Chord	12/8	2	1	3/8	1/4	3/2	288										
15	14	163/2	163/2	1.5	3/4	3/4	Chord	12/8	2	1	3/8	1/4	3/2	289										
15	14	83	83	1.0	9/8	9/8	Chord	12/8	2	1	1/4	1/4	1	290										
15	14	157/2	157/2	0.0	0	0	FiguredBass	12/8	3	1	0										3/8	6	5	
15	14	157/2	157/2	1.5	0	0	Chord	12/8	3	1	3/8	1/4	3/2	291										
15	14	80	80	0.0	3/8	3/8	FiguredBass	12/8	3	1	0										3/8	#		
15	14	80	80	1.5	3/8	3/8	Chord	12/8	3	1	3/8	1/4	3/2	292										
15	14	163/2	163/2	1.5	3/4	3/4	Chord	12/8	3	1	3/8	1/4	3/2	293										
15	14	83	83	1.0	9/8	9/8	Chord	12/8	3	1	1/4	1/4	1	294										
16	14	84	84	0.5	0	11/8	Chord	12/8	1	1	1/8	1/8	1	295										
16	14	84	84	0.5	0	11/8	Chord	12/8	2	1	1/8	1/8	1	296										
16	14	84	84	0.5	0	11/8	Chord	12/8	3	1	1/8	1/8	1	297										
17	15	169/2	169/2	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	298										51
17	15	85	85	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	299										
17	15	171/2	171/2	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	300										
17	15	86	86	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	301										52
17	15	173/2	173/2	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	302										
17	15	87	87	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	303										
17	15	175/2	175/2	1.5	3/4	3/4	Chord	12/8	1	1	3/8	1/4	3/2	304										
17	15	90	90	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	305										
17	15	169/2	169/2	1.5	0	0	Chord	12/8	2	1	3/8	1/4	3/2	306										
17	15	87	87	0.5	5/8	5/8	Chord	12/8	2	1	1/8	1/8	1	307										
17	15	175/2	175/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8	1/8	1	308										53
17	15	88	88	0.5	7/8	7/8	Chord	12/8	2	1	1/8	1/8	1	309										53
17	15	177/2	177/2	0.5	1	1	Chord	12/8	2	1	1/8	1/8	1	310										
17	15	89	89	0.5	9/8	9/8	Chord	12/8	2	1	1/8	1/8	1	311										54
17	15	179/2	179/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8	1/8	1	312										54
17	15	90	90	0.5	11/8	11/8	Chord	12/8	2	1	1/8	1/8	1	313										
17	15	169/2	169/2	1.5	0	0	Chord	12/8	3	1	3/8	1/4	3/2	314										
17	15	87	87	0.5	5/8	5/8	Chord	12/8	3	1	1/8	1/8	1	315										
17	15	175/2	175/2	0.0	3/4	3/4	FiguredBass	12/8	3	1	0										1/8	6		
17	15	175/2	175/2	0.5	3/4	3/4	Chord	12/8	3	1	1/8	1/8	1	316										
17	15	88	88	0.5	7/8	7/8	Chord	12/8	3	1	1/8	1/8	1	317										
17	15	177/2	177/2	0.5	1	1	Chord	12/8	3	1	1/8	1/8	1	318										
17	15	89	89	0.0	9/8	9/8	FiguredBass	12/8	3	1	0										1/8	#		
17	15	89	89	0.5	9/8	9/8	Chord	12/8	3	1	1/8	1/8	1	319										
17	15	179/2	179/2	0.5	5/4	5/4	Chord	12/8	3	1	1/8	1/8	1	320										
17	15	90	90	0.5	11/8	11/8	Chord	12/8	3	1	1/8	1/8	1	321										
18	16	181/2	181/2	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	322										55
18	16	91	91	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	323										
18	16	183/2	183/2	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	324										
18	16	92	92	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	325										56
18	16	185/2	185/2	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	326										
18	16	93	93	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	327										
18	16	187/2	187/2	1.5	3/4	3/4	Chord	12/8	1	1	3/8	1/4	3/2	328										
18	16	96	96	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	329										
18	16	181/2	181/2	1.5	0	0	Chord	12/8	2	1	3/8	1/4	3/2	330										
18	16	93	93	0.5	5/8	5/8	Chord	12/8	2	1	1/8	1/8	1	331										
18	16	187/2	187/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8	1/8	1	332										57
18	16	94	94	0.5	7/8	7/8	Chord	12/8	2	1	1/8	1/8	1	333										57
18	16	189/2	189/2	0.5	1	1	Chord	12/8	2	1	1/8	1/8	1	334										
18	16	95	95	0.5	9/8	9/8	Chord	12/8	2	1	1/8	1/8	1	335										58
18	16	191/2	191/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8	1/8	1	336										58
18	16	96	96	0.5	11/8	11/8	Chord	12/8	2	1	1/8	1/8	1	337										
18	16	181/2	181/2	1.5	0	0	Chord	12/8	3	1	3/8	1/4	3/2	338										
18	16	93	93	0.0	5/8	5/8	FiguredBass	12/8	3	1	0										1/8	6		
18	16	93	93	0.5	5/8	5/8	Chord	12/8	3	1	1/8	1/8	1	339										
18	16	187/2	187/2	0.0	3/4	3/4	FiguredBass	12/8	3	1	0										1/8	6		
18	16	187/2	187/2	0.5	3/4	3/4	Chord	12/8	3	1	1/8	1/8	1	340										
18	16	94	94	0.5	7/8	7/8	Chord	12/8	3	1	1/8	1/8	1	341										
18	16	189/2	189/2	0.5	1	1	Chord	12/8	3	1	1/8	1/8	1	342										
18	16	95	95	0.0	9/8	9/8	FiguredBass	12/8	3	1	0										1/8	#		
18	16	95	95	0.5	9/8	9/8	Chord	12/8	3	1	1/8	1/8	1	343										
18	16	191/2	191/2	0.5	5/4	5/4	Chord	12/8	3	1	1/8	1/8	1	344										
18	16	96	96	0.5	11/8	11/8	Chord	12/8	3	1	1/8	1/8	1	345										
19	17	193/2	193/2	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	346										59
19	17	97	97	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	347										
19	17	195/2	195/2	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	348										
19	17	98	98	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	349										60
19	17	197/2	197/2	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	350										
19	17	99	99	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	351										
19	17	199/2	199/2	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	352										61
19	17	100	100	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	353										
19	17	201/2	201/2	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	354										
19	17	101	101	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	355										62
19	17	203/2	203/2	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	356										
19	17	102	102	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	357										
19	17	193/2	193/2	1.5	0	0	Chord	12/8	2	1	3/8	1/4	3/2	358										
19	17	99	99	0.5	5/8	5/8	Chord	12/8	2	1	1/8	1/8	1	359										
19	17	199/2	199/2	1.5	3/4	3/4	Chord	12/8	2	1	3/8	1/4	3/2	360										
19	17	102	102	0.5	11/8	11/8	Chord	12/8	2	1	1/8	1/8	1	361										
19	17	193/2	193/2	1.5	0	0	Chord	12/8	3	1	3/8	1/4	3/2	362										
19	17	99	99	0.5	5/8	5/8	Chord	12/8	3	1	1/8	1/8	1	363										
19	17	199/2	199/2	1.5	3/4	3/4	Chord	12/8	3	1	3/8	1/4	3/2	364										
19	17	102	102	0.5	11/8	11/8	Chord	12/8	3	1	1/8	1/8	1	365										
20	18	205/2	205/2	1.0	0	0	Chord	12/8	1	1	1/4	1/4	1	366										
20	18	207/2	207/2	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	367										
20	18	104	104	1.0	3/8	3/8	Chord	12/8	1	1	1/4	1/4	1	368										
20	18	105	105	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	369										
20	18	211/2	211/2	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	370										63
20	18	106	106	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	371										
20	18	213/2	213/2	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	372										
20	18	107	107	1.5	9/8	9/8	Chord	12/8	1	1	3/8	1/4	3/2	373										
20	18	205/2	205/2	1.5	0	0	Chord	12/8	2	1	3/8	1/4	3/2	374										
20	18	104	104	3.0	3/8	3/8	Chord	12/8	2	1	3/4	1/2	3/2	375										
20	18	107	107	1.5	9/8	9/8	Chord	12/8	2	1	3/8	1/4	3/2	376										
20	18	205/2	205/2	0.0	0	0	FiguredBass	12/8	3	1	0										1/8	#		
20	18	205/2	205/2	0.5	0	0	Chord	12/8	3	1	1/8	1/8	1	377										
20	18	103	103	0.5	1/8	1/8	Chord	12/8	3	1	1/8	1/8	1	378										
20	18	207/2	207/2	0.5	1/4	1/4	Chord	12/8	3	1	1/8	1/8	1	379										
20	18	104	104	0.0	3/8	3/8	FiguredBass	12/8	3	1	0										1/8	6		
20	18	104	104	0.5	3/8	3/8	Chord	12/8	3	1	1/8	1/8	1	380										
20	18	209/2	209/2	0.5	1/2	1/2	Chord	12/8	3	1	1/8	1/8	1	381										
20	18	105	105	0.5	5/8	5/8	Chord	12/8	3	1	1/8	1/8	1	382										
20	18	211/2	211/2	0.0	3/4	3/4	FiguredBass	12/8	3	1	0										1/8	6	5	
20	18	211/2	211/2	0.5	3/4	3/4	Chord	12/8	3	1	1/8	1/8	1	383										
20	18	106	106	0.5	7/8	7/8	Chord	12/8	3	1	1/8	1/8	1	384										
20	18	213/2	213/2	0.5	1	1	Chord	12/8	3	1	1/8	1/8	1	385										
20	18	107	107	0.0	9/8	9/8	FiguredBass	12/8	3	1	0										1/8	#		
20	18	107	107	0.5	9/8	9/8	Chord	12/8	3	1	1/8	1/8	1	386										
20	18	215/2	215/2	0.5	5/4	5/4	Chord	12/8	3	1	1/8	1/8	1	387										
20	18	108	108	0.5	11/8	11/8	Chord	12/8	3	1	1/8	1/8	1	388										
21	19	217/2	217/2	1.5	0	0	Chord	12/8	1	1	3/8	1/4	3/2	389										
21	19	111	111	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	390										
21	19	223/2	223/2	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	391										64
21	19	112	112	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	392										
21	19	225/2	225/2	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	393										
21	19	113	113	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	394										65
21	19	227/2	227/2	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	395										
21	19	114	114	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	396										
21	19	217/2	217/2	0.5	0	0	Chord	12/8	2	1	1/8	1/8	1	397										66
21	19	109	109	0.5	1/8	1/8	Chord	12/8	2	1	1/8	1/8	1	398										
21	19	219/2	219/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8	1/8	1	399										
21	19	110	110	0.5	3/8	3/8	Chord	12/8	2	1	1/8	1/8	1	400										67
21	19	221/2	221/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8	1/8	1	401										
21	19	111	111	0.5	5/8	5/8	Chord	12/8	2	1	1/8	1/8	1	402										
21	19	223/2	223/2	1.5	3/4	3/4	Chord	12/8	2	1	3/8	1/4	3/2	403										
21	19	114	114	0.5	11/8	11/8	Chord	12/8	2	1	1/8	1/8	1	404										
21	19	217/2	217/2	0.0	0	0	FiguredBass	12/8	3	1	0										1/8	#		
21	19	217/2	217/2	0.5	0	0	Chord	12/8	3	1	1/8	1/8	1	405										
21	19	109	109	0.5	1/8	1/8	Chord	12/8	3	1	1/8	1/8	1	406										
21	19	219/2	219/2	0.5	1/4	1/4	Chord	12/8	3	1	1/8	1/8	1	407										
21	19	110	110	0.0	3/8	3/8	FiguredBass	12/8	3	1	0										1/8	#		
21	19	110	110	0.5	3/8	3/8	Chord	12/8	3	1	1/8	1/8	1	408										
21	19	221/2	221/2	0.5	1/2	1/2	Chord	12/8	3	1	1/8	1/8	1	409										
21	19	111	111	0.5	5/8	5/8	Chord	12/8	3	1	1/8	1/8	1	410										
21	19	223/2	223/2	0.0	3/4	3/4	FiguredBass	12/8	3	1	0										3/8	6		
21	19	223/2	223/2	1.5	3/4	3/4	Chord	12/8	3	1	3/8	1/4	3/2	411										
21	19	114	114	0.0	11/8	11/8	FiguredBass	12/8	3	1	0										1/8	#		
21	19	114	114	0.5	11/8	11/8	Chord	12/8	3	1	1/8	1/8	1	412										
22	20	229/2	229/2	1.5	0	0	Chord	12/8	1	1	3/8	1/4	3/2	413										
22	20	117	117	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	414										
22	20	235/2	235/2	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	415										68
22	20	118	118	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	416										
22	20	237/2	237/2	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	417										
22	20	119	119	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	418										69
22	20	239/2	239/2	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	419										
22	20	120	120	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	420										
22	20	229/2	229/2	0.5	0	0	Chord	12/8	2	1	1/8	1/8	1	421										70
22	20	115	115	0.5	1/8	1/8	Chord	12/8	2	1	1/8	1/8	1	422										
22	20	231/2	231/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8	1/8	1	423										
22	20	116	116	0.5	3/8	3/8	Chord	12/8	2	1	1/8	1/8	1	424										71
22	20	233/2	233/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8	1/8	1	425										
22	20	117	117	0.5	5/8	5/8	Chord	12/8	2	1	1/8	1/8	1	426										
22	20	235/2	235/2	1.5	3/4	3/4	Chord	12/8	2	1	3/8	1/4	3/2	427										
22	20	120	120	0.5	11/8	11/8	Chord	12/8	2	1	1/8	1/8	1	428										
22	20	229/2	229/2	0.5	0	0	Chord	12/8	3	1	1/8	1/8	1	429										
22	20	115	115	0.5	1/8	1/8	Chord	12/8	3	1	1/8	1/8	1	430										
22	20	231/2	231/2	0.5	1/4	1/4	Chord	12/8	3	1	1/8	1/8	1	431										
22	20	116	116	0.5	3/8	3/8	Chord	12/8	3	1	1/8	1/8	1	432										
22	20	233/2	233/2	0.5	1/2	1/2	Chord	12/8	3	1	1/8	1/8	1	433										
22	20	117	117	0.5	5/8	5/8	Chord	12/8	3	1	1/8	1/8	1	434										
22	20	235/2	235/2	0.0	3/4	3/4	FiguredBass	12/8	3	1	0										3/8	6		
22	20	235/2	235/2	1.5	3/4	3/4	Chord	12/8	3	1	3/8	1/4	3/2	435										
22	20	120	120	0.5	11/8	11/8	Chord	12/8	3	1	1/8	1/8	1	436										
23	21	241/2	241/2	1.5	0	0	Chord	12/8	1	1	3/8	1/4	3/2	437										
23	21	123	123	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	438										
23	21	247/2	247/2	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	439										72
23	21	124	124	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	440										
23	21	249/2	249/2	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	441										
23	21	125	125	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	442										73
23	21	251/2	251/2	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	443										
23	21	126	126	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	444										
23	21	241/2	241/2	0.5	0	0	Chord	12/8	2	1	1/8	1/8	1	445										74
23	21	121	121	0.5	1/8	1/8	Chord	12/8	2	1	1/8	1/8	1	446										
23	21	243/2	243/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8	1/8	1	447										
23	21	122	122	0.5	3/8	3/8	Chord	12/8	2	1	1/8	1/8	1	448										75
23	21	245/2	245/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8	1/8	1	449										
23	21	123	123	0.5	5/8	5/8	Chord	12/8	2	1	1/8	1/8	1	450										
23	21	247/2	247/2	1.5	3/4	3/4	Chord	12/8	2	1	3/8	1/4	3/2	451										
23	21	125	125	1.5	9/8	9/8	Chord	12/8	2	1	3/8	1/4	3/2	452										
23	21	241/2	241/2	0.5	0	0	Chord	12/8	3	1	1/8	1/8	1	453										
23	21	121	121	0.5	1/8	1/8	Chord	12/8	3	1	1/8	1/8	1	454										
23	21	243/2	243/2	0.5	1/4	1/4	Chord	12/8	3	1	1/8	1/8	1	455										
23	21	122	122	0.5	3/8	3/8	Chord	12/8	3	1	1/8	1/8	1	456										
23	21	245/2	245/2	0.5	1/2	1/2	Chord	12/8	3	1	1/8	1/8	1	457										
23	21	123	123	0.5	5/8	5/8	Chord	12/8	3	1	1/8	1/8	1	458										
23	21	247/2	247/2	1.5	3/4	3/4	Chord	12/8	3	1	3/8	1/4	3/2	459										
23	21	126	126	0.5	11/8	11/8	Chord	12/8	3	1	1/8	1/8	1	460										
24	22	253/2	253/2	1.0	0	0	Chord	12/8	1	1	1/4	1/4	1	461										
24	22	255/2	255/2	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	462										
24	22	128	128	1.5	3/8	3/8	Chord	12/8	1	1	3/8	1/4	3/2	463										
24	22	259/2	259/2	1.5	3/4	3/4	Chord	12/8	1	1	3/8	1/4	3/2	464										
24	22	131	131	1.5	9/8	9/8	Chord	12/8	1	1	3/8	1/4	3/2	465										
24	22	253/2	253/2	1.5	0	0	Chord	12/8	2	1	3/8	1/4	3/2	466										
24	22	128	128	1.5	3/8	3/8	Chord	12/8	2	1	3/8	1/4	3/2	467										
24	22	259/2	259/2	1.5	3/4	3/4	Chord	12/8	2	1	3/8	1/4	3/2	468										
24	22	527/4	527/4	0.75	21/16	21/16	Chord	12/8	2	1	3/16	1/8	3/2	469										
24	22	253/2	253/2	0.0	0	0	FiguredBass	12/8	3	1	0										1/8	7	#	
24	22	253/2	253/2	0.5	0	0	Chord	12/8	3	1	1/8	1/8	1	470										
24	22	127	127	0.5	1/8	1/8	Chord	12/8	3	1	1/8	1/8	1	471										
24	22	255/2	255/2	0.5	1/4	1/4	Chord	12/8	3	1	1/8	1/8	1	472										
24	22	128	128	0.0	3/8	3/8	FiguredBass	12/8	3	1	0										1/8	5		
24	22	128	128	0.5	3/8	3/8	Chord	12/8	3	1	1/8	1/8	1	473										
24	22	257/2	257/2	0.5	1/2	1/2	Chord	12/8	3	1	1/8	1/8	1	474										
24	22	129	129	0.5	5/8	5/8	Chord	12/8	3	1	1/8	1/8	1	475										
24	22	259/2	259/2	0.0	3/4	3/4	FiguredBass	12/8	3	1	0										1/8	6	5	
24	22	259/2	259/2	0.5	3/4	3/4	Chord	12/8	3	1	1/8	1/8	1	476										
24	22	130	130	0.5	7/8	7/8	Chord	12/8	3	1	1/8	1/8	1	477										
24	22	261/2	261/2	0.5	1	1	Chord	12/8	3	1	1/8	1/8	1	478										
24	22	131	131	0.0	9/8	9/8	FiguredBass	12/8	3	1	0										1/8	#		
24	22	131	131	0.5	9/8	9/8	Chord	12/8	3	1	1/8	1/8	1	479										
24	22	263/2	263/2	0.5	5/4	5/4	Chord	12/8	3	1	1/8	1/8	1	480										
24	22	132	132	0.5	11/8	11/8	Chord	12/8	3	1	1/8	1/8	1	481										
25	23	265/2	265/2	1.5	0	0	Chord	12/8	1	1	3/8	1/4	3/2	482										
25	23	269/2	269/2	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	483										
25	23	135	135	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	484										
25	23	271/2	271/2	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	485										76
25	23	136	136	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	486										
25	23	273/2	273/2	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	487										
25	23	137	137	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	488										77
25	23	275/2	275/2	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	489										
25	23	138	138	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	490										
25	23	265/2	265/2	1.5	0	0	Chord	12/8	2	1	3/8	1/4	3/2	491										
25	23	271/2	271/2	1.5	3/4	3/4	Chord	12/8	2	1	3/8	1/4	3/2	492										
25	23	137	137	1.5	9/8	9/8	Chord	12/8	2	1	3/8	1/4	3/2	493										
25	23	265/2	265/2	1.5	0	0	Chord	12/8	3	1	3/8	1/4	3/2	494										
25	23	134	134	1.5	3/8	3/8	Chord	12/8	3	1	3/8	1/4	3/2	495										
25	23	271/2	271/2	0.0	3/4	3/4	FiguredBass	12/8	3	1	0										3/8	5		
25	23	271/2	271/2	1.5	3/4	3/4	Chord	12/8	3	1	3/8	1/4	3/2	496										
25	23	137	137	0.0	9/8	9/8	FiguredBass	12/8	3	1	0										3/8	7	#	
25	23	137	137	1.5	9/8	9/8	Chord	12/8	3	1	3/8	1/4	3/2	497										
26	24	277/2	277/2	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	498										78
26	24	139	139	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	499										
26	24	279/2	279/2	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	500										
26	24	140	140	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	501										79
26	24	281/2	281/2	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	502										
26	24	141	141	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	503										
26	24	283/2	283/2	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	504										80
26	24	142	142	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	505										
26	24	285/2	285/2	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	506										
26	24	143	143	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	507										81
26	24	287/2	287/2	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	508										
26	24	144	144	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	509										
26	24	277/2	277/2	1.5	0	0	Chord	12/8	2	1	3/8	1/4	3/2	510										
26	24	283/2	283/2	1.5	3/4	3/4	Chord	12/8	2	1	3/8	1/4	3/2	511										
26	24	143	143	1.5	9/8	9/8	Chord	12/8	2	1	3/8	1/4	3/2	512										
26	24	277/2	277/2	0.0	0	0	FiguredBass	12/8	3	1	0										3/8	b		
26	24	277/2	277/2	1.5	0	0	Chord	12/8	3	1	3/8	1/4	3/2	513										
26	24	140	140	1.5	3/8	3/8	Chord	12/8	3	1	3/8	1/4	3/2	514										
26	24	283/2	283/2	0.0	3/4	3/4	FiguredBass	12/8	3	1	0										3/8	5		
26	24	283/2	283/2	1.5	3/4	3/4	Chord	12/8	3	1	3/8	1/4	3/2	515										
26	24	143	143	0.0	9/8	9/8	FiguredBass	12/8	3	1	0										3/8	7		
26	24	143	143	1.5	9/8	9/8	Chord	12/8	3	1	3/8	1/4	3/2	516										
27	25	289/2	289/2	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	517										82
27	25	145	145	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	518										
27	25	291/2	291/2	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	519										
27	25	146	146	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	520										83
27	25	293/2	293/2	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	521										
27	25	147	147	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	522										
27	25	295/2	295/2	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	523										84
27	25	148	148	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	524										
27	25	297/2	297/2	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	525										
27	25	149	149	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	526										85
27	25	299/2	299/2	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	527										
27	25	150	150	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	528										
27	25	289/2	289/2	1.5	0	0	Chord	12/8	2	1	3/8	1/4	3/2	529										
27	25	146	146	1.5	3/8	3/8	Chord	12/8	2	1	3/8	1/4	3/2	530										
27	25	295/2	295/2	1.5	3/4	3/4	Chord	12/8	2	1	3/8	1/4	3/2	531										
27	25	149	149	1.5	9/8	9/8	Chord	12/8	2	1	3/8	1/4	3/2	532										
