mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	system_text	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2
18	18	69	69	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	272					
18	18	139/2	139/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	273					
18	18	70	70	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	274					
18	18	141/2	141/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	275					
18	18	71	71	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	276					
18	18	143/2	143/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	277					
18	18	68	68	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	278					
18	18	69	69	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	279					
18	18	70	70	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	280					
18	18	71	71	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	281					
18	18	68	68	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	282					
18	18	69	69	0.0	1/4	1/4	FiguredBass	2/2	4	1	0						1/4	6	
18	18	69	69	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	283					
18	18	70	70	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	284					
18	18	71	71	0.0	3/4	3/4	FiguredBass	2/2	4	1	0						1/4	6	
18	18	71	71	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	285					
19	19	73	73	2.0	1/4	1/4	Chord	2/2	1	1	1/2	1/2	1	286					
19	19	75	75	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	287					
19	19	72	72	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	288					
19	19	145/2	145/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	289					
19	19	73	73	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	290					
19	19	147/2	147/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	291					
19	19	74	74	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	292					
19	19	149/2	149/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	293					
19	19	75	75	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	294					
19	19	151/2	151/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	295					
19	19	72	72	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	296					
19	19	73	73	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	297					
19	19	74	74	2.0	1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	298					
19	19	72	72	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	299					
19	19	73	73	0.0	1/4	1/4	FiguredBass	2/2	4	1	0						1/4	6	#
19	19	73	73	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	300					
19	19	74	74	0.0	1/2	1/2	FiguredBass	2/2	4	1	0						1/4	7	
19	19	74	74	2.0	1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	301					
19	19	75	75	0.0	3/4	3/4	FiguredBass	2/2	4	1	0						1/4	6	
20	20	76	76	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	302					
20	20	77	77	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	303					
20	20	78	78	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	304					
20	20	76	76	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	305					
20	20	153/2	153/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	306					
20	20	77	77	2.0	1/4	1/4	Chord	2/2	2	1	1/2	1/2	1	307					
20	20	79	79	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	308					
20	20	76	76	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	309					
20	20	77	77	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	310					
20	20	78	78	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	311					
20	20	79	79	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	312					
20	20	76	76	0.0	0	0	FiguredBass	2/2	4	1	0						1/4	7	#
20	20	76	76	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	313					
20	20	77	77	0.0	1/4	1/4	FiguredBass	2/2	4	1	0						1/4	5	
20	20	77	77	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	314					
20	20	78	78	0.0	1/2	1/2	FiguredBass	2/2	4	1	0						1/4	6\	5
20	20	78	78	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	315					
20	20	79	79	0.0	3/4	3/4	FiguredBass	2/2	4	1	0						1/4	#	
20	20	79	79	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	316					
21	21	80	80	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	317					
21	21	161/2	161/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	318					
21	21	81	81	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	319					
21	21	163/2	163/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	320					
21	21	82	82	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	321					
21	21	165/2	165/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	322					
21	21	83	83	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	323					
21	21	167/2	167/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	324					
21	21	80	80	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	325					
21	21	80	80	2.0	0	0	Chord	2/2	3	1	1/2	1/2	1	326					
21	21	80	80	0.0	0	0	FiguredBass	2/2	4	1	0						1/2	b	
21	21	80	80	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	327					
22	22	84	84	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	328					
22	22	169/2	169/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	329					
22	22	85	85	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	330					
22	22	171/2	171/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	331					
22	22	86	86	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	332					
22	22	173/2	173/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	333					
22	22	87	87	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	334					
22	22	175/2	175/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	335					
22	22	84	84	2.0	0	0	Chord	2/2	3	1	1/2	1/2	1	336					
22	22	84	84	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	337					
23	23	89	89	2.0	1/4	1/4	Chord	2/2	1	1	1/2	1/2	1	338					
23	23	91	91	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	339					
23	23	88	88	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	340					
23	23	177/2	177/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	341					
23	23	89	89	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	342					
23	23	179/2	179/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	343					
23	23	90	90	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	344					
23	23	181/2	181/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	345					
23	23	91	91	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	346					
23	23	183/2	183/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	347					
23	23	88	88	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	348					
23	23	89	89	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	349					
23	23	90	90	2.0	1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	350					
23	23	88	88	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	351					
23	23	89	89	0.0	1/4	1/4	FiguredBass	2/2	4	1	0						1/4	6	
23	23	89	89	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	352					
23	23	90	90	0.0	1/2	1/2	FiguredBass	2/2	4	1	0						1/4	9	5
23	23	90	90	2.0	1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	353					
23	23	91	91	0.0	3/4	3/4	FiguredBass	2/2	4	1	0						1/4	8	6\
24	24	92	92	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	354					
24	24	93	93	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	355					
24	24	94	94	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	356					
24	24	92	92	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	357					
24	24	93	93	2.0	1/4	1/4	Chord	2/2	2	1	1/2	1/2	1	358					
24	24	95	95	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	359					
24	24	92	92	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	360					
24	24	93	93	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	361					
24	24	94	94	2.0	1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	362					
24	24	92	92	0.0	0	0	FiguredBass	2/2	4	1	0						1/4	7	#
24	24	92	92	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	363					
24	24	93	93	0.0	1/4	1/4	FiguredBass	2/2	4	1	0						1/4	b	
24	24	93	93	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	364					
24	24	94	94	0.0	1/2	1/2	FiguredBass	2/2	4	1	0						1/4	5\	4
24	24	94	94	2.0	1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	365					
24	24	95	95	0.0	3/4	3/4	FiguredBass	2/2	4	1	0						1/4	#	
25	25	96	96	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	366					
25	25	193/2	193/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	367					
25	25	97	97	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	368					
25	25	195/2	195/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	369					
25	25	98	98	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	370					
25	25	197/2	197/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	371					
25	25	99	99	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	372					
25	25	199/2	199/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	373					
25	25	96	96	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	374					
25	25	96	96	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	375					
25	25	98	98	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	376					
25	25	99	99	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	377					
25	25	96	96	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	378					
25	25	98	98	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	379					
25	25	99	99	0.0	3/4	3/4	FiguredBass	2/2	4	1	0						1/4	6	
25	25	99	99	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	380					
26	26	100	100	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	381					
26	26	101	101	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	382					
26	26	201/2	201/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	383					
26	26	101	101	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	384					
26	26	203/2	203/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	385					
26	26	102	102	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	386					
26	26	205/2	205/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	387					
26	26	103	103	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	388					
26	26	207/2	207/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	389					
26	26	100	100	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	390					
26	26	101	101	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	391					
26	26	102	102	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	392					
26	26	103	103	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	393					
26	26	100	100	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	394					
26	26	101	101	0.0	1/4	1/4	FiguredBass	2/2	4	1	0						1/4	6	
26	26	101	101	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	395					
26	26	102	102	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	396					
26	26	103	103	0.0	3/4	3/4	FiguredBass	2/2	4	1	0						1/4	6	
26	26	103	103	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	397					
27	27	209/2	209/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	398					
27	27	105	105	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	399					
27	27	211/2	211/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	400					
27	27	106	106	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	401					
27	27	213/2	213/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	402					
27	27	107	107	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	403					
27	27	215/2	215/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	404					
27	27	104	104	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	405					
27	27	104	104	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	406					
27	27	106	106	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	407					
27	27	107	107	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	408					
27	27	104	104	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	409					
27	27	106	106	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	410					
27	27	107	107	0.0	3/4	3/4	FiguredBass	2/2	4	1	0						1/4	6	
27	27	107	107	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	411					
28	28	108	108	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	412					
28	28	109	109	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	413					
28	28	217/2	217/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	414					
28	28	109	109	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	415					
28	28	219/2	219/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	416					
28	28	110	110	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	417					
28	28	221/2	221/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	418					
28	28	111	111	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	419					
28	28	223/2	223/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	420					
28	28	108	108	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	421					
28	28	109	109	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	422					
28	28	110	110	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	423					
28	28	111	111	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	424					
28	28	108	108	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	425					
28	28	109	109	0.0	1/4	1/4	FiguredBass	2/2	4	1	0						1/4	6	
28	28	109	109	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	426					
28	28	110	110	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	427					
28	28	111	111	0.0	3/4	3/4	FiguredBass	2/2	4	1	0						1/4	6	
28	28	111	111	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	428					
29	29	113	113	2.0	1/4	1/4	Chord	2/2	1	1	1/2	1/2	1	429					
29	29	115	115	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	430					
29	29	112	112	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	431					
29	29	225/2	225/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	432					
29	29	113	113	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	433					
29	29	227/2	227/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	434					
29	29	114	114	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	435					
29	29	229/2	229/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	436					
29	29	115	115	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	437					
29	29	231/2	231/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	438					
29	29	112	112	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	439					
29	29	113	113	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	440					
29	29	114	114	2.0	1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	441					
29	29	112	112	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	442					
29	29	113	113	0.0	1/4	1/4	FiguredBass	2/2	4	1	0						1/4	6	
29	29	113	113	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	443					
29	29	114	114	0.0	1/2	1/2	FiguredBass	2/2	4	1	0						1/4	7	
29	29	114	114	2.0	1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	444					
29	29	115	115	0.0	3/4	3/4	FiguredBass	2/2	4	1	0						1/4	6	
30	30	116	116	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	445					
30	30	117	117	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	446					
30	30	118	118	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	447					
30	30	116	116	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	448					
30	30	233/2	233/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	449					
30	30	117	117	2.0	1/4	1/4	Chord	2/2	2	1	1/2	1/2	1	450					
30	30	119	119	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	451					
30	30	116	116	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	452					
30	30	117	117	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	453					
30	30	118	118	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	454					
30	30	119	119	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	455					
30	30	116	116	0.0	0	0	FiguredBass	2/2	4	1	0						1/4	7	#
30	30	116	116	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	456					
30	30	117	117	0.0	1/4	1/4	FiguredBass	2/2	4	1	0						1/4	5	
30	30	117	117	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	457					
30	30	118	118	0.0	1/2	1/2	FiguredBass	2/2	4	1	0						1/4	6	5
30	30	118	118	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	458					
30	30	119	119	0.0	3/4	3/4	FiguredBass	2/2	4	1	0						1/4	#	
30	30	119	119	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	459					
31	31	120	120	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	460					
31	31	241/2	241/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	461					
31	31	121	121	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	462					
31	31	243/2	243/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	463					
31	31	122	122	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	464					
31	31	245/2	245/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	465					
31	31	123	123	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	466					
31	31	247/2	247/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	467					
31	31	120	120	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	468					
31	31	120	120	2.0	0	0	Chord	2/2	3	1	1/2	1/2	1	469					
31	31	122	122	2.0	1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	470					
31	31	120	120	0.0	0	0	FiguredBass	2/2	4	1	0						1/2	b	
31	31	120	120	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	471					
31	31	122	122	0.0	1/2	1/2	FiguredBass	2/2	4	1	0						1/2	7	#
31	31	122	122	2.0	1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	472					
32	32	124	124	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	473					
32	32	249/2	249/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	474					
32	32	125	125	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	475					
32	32	251/2	251/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	476					
32	32	126	126	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	477					
32	32	253/2	253/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	478					
32	32	127	127	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	479					
32	32	255/2	255/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	480					
32	32	249/2	249/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	481					
32	32	125	125	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	482					
32	32	251/2	251/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	483					
32	32	126	126	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	484					
32	32	253/2	253/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	485					
32	32	127	127	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	486					
32	32	255/2	255/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	487					
32	32	124	124	2.0	0	0	Chord	2/2	3	1	1/2	1/2	1	488					
32	32	126	126	2.0	1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	489					
32	32	124	124	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	490					
32	32	126	126	0.0	1/2	1/2	FiguredBass	2/2	4	1	0						1/2	7	#
32	32	126	126	2.0	1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	491					
33	33	128	128	0.0	0	0	Dynamic	2/2	1	1	0				p				
33	33	128	128	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	492					
33	33	257/2	257/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	493					
33	33	129	129	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	494					
33	33	259/2	259/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	495					
33	33	130	130	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	496					
33	33	261/2	261/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	497					
33	33	131	131	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	498					
33	33	263/2	263/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	499					
33	33	128	128	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	500					
33	33	257/2	257/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	501					
33	33	129	129	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	502					
33	33	259/2	259/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	503					
33	33	130	130	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	504					
33	33	261/2	261/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	505					
33	33	131	131	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	506					
33	33	263/2	263/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	507					
33	33	128	128	2.0	0	0	Chord	2/2	3	1	1/2	1/2	1	508					
33	33	130	130	2.0	1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	509					
33	33	128	128	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	510					
33	33	130	130	0.0	1/2	1/2	FiguredBass	2/2	4	1	0						1/2	7	#
33	33	130	130	2.0	1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	511					
34	34	132	132	0.0	0	0	Dynamic	2/2	1	1	0				f				
34	34	132	132	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	512					
34	34	265/2	265/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	513					
34	34	133	133	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	514					
34	34	267/2	267/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	515					
34	34	134	134	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	516					
34	34	269/2	269/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	517					
34	34	135	135	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	518					
34	34	271/2	271/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	519					
34	34	132	132	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	520					
34	34	265/2	265/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	521					
34	34	133	133	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	522					
34	34	267/2	267/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	523					
34	34	134	134	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	524					
34	34	269/2	269/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	525					
34	34	135	135	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	526					
34	34	271/2	271/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	527					
34	34	132	132	2.0	0	0	Chord	2/2	3	1	1/2	1/2	1	528					
34	34	134	134	2.0	1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	529					
34	34	132	132	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	530					
34	34	134	134	0.0	1/2	1/2	FiguredBass	2/2	4	1	0						1/2	b	
34	34	134	134	2.0	1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	531					
35	35	136	136	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	532					
35	35	273/2	273/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	533					
35	35	137	137	2.0	1/4	1/4	Chord	2/2	1	1	1/2	1/2	1	534					
35	35	139	139	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	535					
35	35	136	136	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	536					
35	35	138	138	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	537					
35	35	136	136	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	538					
35	35	137	137	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	539					
35	35	138	138	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	540					
35	35	139	139	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	541					
35	35	136	136	0.0	0	0	FiguredBass	2/2	4	1	0						1/4	#	
35	35	136	136	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	542					
