mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	tempo	qpm	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
14	12	48	48	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	239									
15	13	97/2	97/2	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	240									13
15	13	49	49	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	241									
15	13	50	50	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	242									
15	13	101/2	101/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	243									
15	13	51	51	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	244									
15	13	103/2	103/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	245									
15	13	52	52	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	246									14
15	13	209/4	209/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	247									
15	13	97/2	97/2	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	248									15
15	13	49	49	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	249									
15	13	50	50	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	250									
15	13	101/2	101/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	251									
15	13	51	51	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	252									16
15	13	205/4	205/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	253									
15	13	103/2	103/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	254									
15	13	52	52	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	255									
15	13	209/4	209/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	256									
15	13	97/2	97/2	0.0	0	0	FiguredBass	4/4	3	1	0								1/8	9	4		
15	13	97/2	97/2	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	257									
15	13	49	49	0.0	1/8	1/8	FiguredBass	4/4	3	1	0								1/16	8	3		
15	13	49	49	0.25	1/8	1/8	Chord	4/4	3	1	1/16	1/16	1	258									
15	13	197/4	197/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16	1/16	1	259									
15	13	99/2	99/2	0.0	1/4	1/4	FiguredBass	4/4	3	1	0								1/8	6			
15	13	99/2	99/2	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	260									
15	13	50	50	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	261									
15	13	101/2	101/2	0.0	1/2	1/2	FiguredBass	4/4	3	1	0								1/4	7	#		
15	13	101/2	101/2	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	262									
15	13	103/2	103/2	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	263									
16	14	105/2	105/2	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	264									
16	14	53	53	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	265									
16	14	107/2	107/2	0.75	1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	266									
16	14	217/4	217/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	267									
16	14	109/2	109/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	268									
16	14	111/2	111/2	0.75	3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	269									
16	14	225/4	225/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	270									
16	14	105/2	105/2	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	271									
16	14	53	53	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	272									
16	14	107/2	107/2	0.75	1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	273									
16	14	217/4	217/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	274									
16	14	109/2	109/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	275									
16	14	111/2	111/2	0.75	3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	276									
16	14	225/4	225/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	277									
16	14	105/2	105/2	0.0	0	0	FiguredBass	4/4	3	1	0								1/8	#			
16	14	105/2	105/2	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	278									
16	14	53	53	0.0	1/8	1/8	FiguredBass	4/4	3	1	0								1/8	7	5		
16	14	53	53	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	279									
16	14	107/2	107/2	0.0	1/4	1/4	FiguredBass	4/4	3	1	0								1/8	5__	4		
16	14	107/2	107/2	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	280									
16	14	54	54	0.0	3/8	3/8	FiguredBass	4/4	3	1	0								1/8	_	#		
16	14	54	54	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	281									
16	14	109/2	109/2	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	282									
16	14	111/2	111/2	0.0	3/4	3/4	FiguredBass	4/4	3	1	0								1/4	5			
16	14	111/2	111/2	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	283									
17	15	113/2	113/2	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	284									
17	15	57	57	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	285									
17	15	115/2	115/2	0.75	1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	286									
17	15	233/4	233/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	287									
17	15	117/2	117/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	288	ornamentTrill								17
17	15	59	59	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	289									
17	15	119/2	119/2	0.75	3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	290									
17	15	241/4	241/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	291									
17	15	113/2	113/2	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	292									
17	15	57	57	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	293									
17	15	115/2	115/2	0.75	1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	294									
17	15	233/4	233/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	295									
17	15	117/2	117/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	296									
17	15	119/2	119/2	0.75	3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	297									
17	15	241/4	241/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	298									
17	15	113/2	113/2	0.0	0	0	FiguredBass	4/4	3	1	0								1/4	6			
17	15	113/2	113/2	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	299									
17	15	115/2	115/2	0.0	1/4	1/4	FiguredBass	4/4	3	1	0								1/4	6	5		
17	15	115/2	115/2	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	300									
17	15	117/2	117/2	0.0	1/2	1/2	FiguredBass	4/4	3	1	0								1/8	4			
17	15	117/2	117/2	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	301									
17	15	59	59	0.0	5/8	5/8	FiguredBass	4/4	3	1	0								1/8	3			
17	15	119/2	119/2	0.0	3/4	3/4	FiguredBass	4/4	3	1	0								1/4	5			
17	15	119/2	119/2	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	302									
18	16	121/2	121/2	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	303	ornamentTrill								18
18	16	61	61	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	304									
18	16	123/2	123/2	0.75	1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	305									
18	16	249/4	249/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	306									
18	16	125/2	125/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	307	ornamentTrill								19
18	16	63	63	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	308									
18	16	64	64	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	309									
18	16	257/4	257/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	310									
18	16	121/2	121/2	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	311									
18	16	61	61	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	312									
18	16	123/2	123/2	0.75	1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	313									
18	16	249/4	249/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	314									
18	16	125/2	125/2	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	315									
18	16	64	64	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	316									
18	16	121/2	121/2	0.0	0	0	FiguredBass	4/4	3	1	0								1/4	7			
18	16	121/2	121/2	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	317									
18	16	123/2	123/2	0.0	1/4	1/4	FiguredBass	4/4	3	1	0								1/4	5			
18	16	123/2	123/2	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	318									
18	16	125/2	125/2	0.0	1/2	1/2	FiguredBass	4/4	3	1	0								1/8	5__	4		
18	16	125/2	125/2	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	319									
18	16	63	63	0.0	5/8	5/8	FiguredBass	4/4	3	1	0								1/8	_	3		
18	16	127/2	127/2	0.0	3/4	3/4	FiguredBass	4/4	3	1	0								1/4	6			
18	16	127/2	127/2	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	320									
19	17	129/2	129/2	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	321									
19	17	65	65	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	322									
19	17	131/2	131/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	323									
19	17	66	66	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	324									
19	17	133/2	133/2	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	325									
19	17	129/2	129/2	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	326									
19	17	66	66	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	327									
19	17	133/2	133/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	328									
19	17	135/2	135/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	329									
19	17	68	68	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	330									
19	17	129/2	129/2	0.0	0	0	FiguredBass	4/4	3	1	0								1/4	h6			
19	17	129/2	129/2	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	331									
19	17	131/2	131/2	0.0	1/4	1/4	FiguredBass	4/4	3	1	0								1/4	6  5	5 #3		
19	17	131/2	131/2	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	332									
19	17	133/2	133/2	0.0	1/2	1/2	FiguredBass	4/4	3	1	0								1/8	6			
19	17	133/2	133/2	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	333									
19	17	67	67	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	334									
19	17	135/2	135/2	0.0	3/4	3/4	FiguredBass	4/4	3	1	0								1/8	6	4		
19	17	135/2	135/2	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	335									
19	17	68	68	0.0	7/8	7/8	FiguredBass	4/4	3	1	0								1/8	6	5		
19	17	68	68	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	336									
20	18	137/2	137/2	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	337									
20	18	139/2	139/2	0.75	1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	338									
20	18	281/4	281/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	339									
20	18	141/2	141/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	340									20
20	18	71	71	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	341									
20	18	143/2	143/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	342									21
20	18	72	72	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	343									
20	18	137/2	137/2	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	344									
20	18	139/2	139/2	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	345									
20	18	141/2	141/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	346									
20	18	72	72	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	347									
20	18	137/2	137/2	0.0	0	0	FiguredBass	4/4	3	1	0								1/8	6	4		
20	18	137/2	137/2	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	348									
20	18	69	69	0.0	1/8	1/8	FiguredBass	4/4	3	1	0								1/8	7	5		
20	18	69	69	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	349									
20	18	139/2	139/2	0.0	1/4	1/4	FiguredBass	4/4	3	1	0								1/8	5__	4		
20	18	139/2	139/2	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	350									
20	18	70	70	0.0	3/8	3/8	FiguredBass	4/4	3	1	0								1/8	_	#		
20	18	70	70	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	351									
20	18	141/2	141/2	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	352									
20	18	71	71	0.0	5/8	5/8	FiguredBass	4/4	3	1	0								1/8	6			
20	18	71	71	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	353									
20	18	143/2	143/2	0.0	3/4	3/4	FiguredBass	4/4	3	1	0								1/8	6	5		
20	18	143/2	143/2	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	354									
20	18	72	72	0.0	7/8	7/8	FiguredBass	4/4	3	1	0								1/8	#			
20	18	72	72	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	355									
21	19	73	73	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	356									22
21	19	293/4	293/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	357									
21	19	147/2	147/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	358									23
21	19	74	74	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	359									
21	19	75	75	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	360									24
21	19	301/4	301/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	361									
21	19	151/2	151/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	362									25
21	19	76	76	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	363									
21	19	145/2	145/2	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	364									
21	19	74	74	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	365									26
21	19	297/4	297/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	366									26
21	19	149/2	149/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	367									
21	19	76	76	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	368									
21	19	305/4	305/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	369									
21	19	145/2	145/2	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	370									
21	19	73	73	0.0	1/8	1/8	FiguredBass	4/4	3	1	0								1/8	6			
21	19	73	73	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	371									
21	19	147/2	147/2	0.0	1/4	1/4	FiguredBass	4/4	3	1	0								1/8	6	5		
21	19	147/2	147/2	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	372									
21	19	74	74	0.0	3/8	3/8	FiguredBass	4/4	3	1	0								1/8	#			
21	19	74	74	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	373									
21	19	149/2	149/2	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	374									
21	19	75	75	0.0	5/8	5/8	FiguredBass	4/4	3	1	0								1/8	6			
21	19	75	75	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	375									
21	19	151/2	151/2	0.0	3/4	3/4	FiguredBass	4/4	3	1	0								1/8	6	5		
21	19	151/2	151/2	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	376									
21	19	76	76	0.0	7/8	7/8	FiguredBass	4/4	3	1	0								1/8	#			
21	19	76	76	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	377									
22	20	153/2	153/2	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	378									27
22	20	307/4	307/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	379									
22	20	77	77	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	380									28
22	20	309/4	309/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	381									
22	20	155/2	155/2	0.75	1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	382									
22	20	313/4	313/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	383									
22	20	157/2	157/2	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	384									
22	20	153/2	153/2	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	385									
22	20	77	77	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	386									
22	20	155/2	155/2	0.75	1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	387									
22	20	313/4	313/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	388									
22	20	157/2	157/2	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	389									
22	20	153/2	153/2	0.0	0	0	FiguredBass	4/4	3	1	0								1/8	6			
22	20	153/2	153/2	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	390									
22	20	77	77	0.0	1/8	1/8	FiguredBass	4/4	3	1	0								1/8	7	5		
22	20	77	77	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	391									
22	20	155/2	155/2	0.0	1/4	1/4	FiguredBass	4/4	3	1	0								1/8	5__	4		
22	20	155/2	155/2	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	392									
22	20	78	78	0.0	3/8	3/8	FiguredBass	4/4	3	1	0								1/8	_	#		
22	20	78	78	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	393									
22	20	157/2	157/2	1.5	1/2	1/2	Chord	4/4	3	1	3/8	1/4	3/2	394									
