mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
31	29	173/2	173/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	264											1
31	29	87	87	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	265											
31	29	169/2	169/2	1.5	0	0	Chord	3/4	2	1	3/8	1/4	3/2	266											
31	29	86	86	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	267											
31	29	173/2	173/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	268											
31	29	169/2	169/2	0.0	0	0	FiguredBass	3/4	3	1	0											3/8	#		
31	29	169/2	169/2	1.5	0	0	Chord	3/4	3	1	3/8	1/4	3/2	269											
31	29	86	86	0.0	3/8	3/8	FiguredBass	3/4	3	1	0											1/8	6		
31	29	86	86	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	270											
31	29	173/2	173/2	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	271											
32	30	175/2	175/2	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	272											2
32	30	88	88	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	273											
32	30	177/2	177/2	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	274											
32	30	175/2	175/2	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	275											
32	30	177/2	177/2	1.5	1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	276											
32	30	90	90	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	277											
32	30	175/2	175/2	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	278											
32	30	177/2	177/2	0.0	1/4	1/4	FiguredBass	3/4	3	1	0											1/2	5	4#	
32	30	177/2	177/2	2.0	1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	279											
33	31	181/2	181/2	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	280											
33	31	181/2	181/2	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	281											
33	31	181/2	181/2	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	282											
33	31	91	91	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	283											
33	31	183/2	183/2	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	284											
33	31	92	92	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	285											
33	31	185/2	185/2	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	286											
33	31	93	93	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	287											
34	32	187/2	187/2	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	288											
34	32	94	94	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	289											
34	32	189/2	189/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	290											
34	32	95	95	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	291											
34	32	191/2	191/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	292											
34	32	96	96	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	293											
34	32	187/2	187/2	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	294											
34	32	191/2	191/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	295											
34	32	187/2	187/2	0.0	0	0	FiguredBass	3/4	3	1	0											1/2	6		
34	32	187/2	187/2	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	296											
35	33	193/2	193/2	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	297											
35	33	193/2	193/2	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	298											
35	33	193/2	193/2	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	299											
35	33	97	97	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	300											
35	33	195/2	195/2	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	301											
35	33	98	98	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	302											
35	33	197/2	197/2	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	303											
35	33	99	99	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	304											
36	34	199/2	199/2	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	305											
36	34	100	100	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	306											
36	34	201/2	201/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	307											
36	34	101	101	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	308											
36	34	203/2	203/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	309											
36	34	102	102	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	310											
36	34	199/2	199/2	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	311											
36	34	100	100	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	312											
36	34	201/2	201/2	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	313											
36	34	101	101	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	314											
36	34	203/2	203/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	315											
36	34	102	102	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	316											
36	34	199/2	199/2	0.0	0	0	FiguredBass	3/4	3	1	0											1/2	6		
36	34	199/2	199/2	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	317											
36	34	203/2	203/2	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	318											
37	35	205/2	205/2	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	319											
37	35	103	103	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	320											
37	35	207/2	207/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	321											
37	35	104	104	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	322											
37	35	209/2	209/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	323											
37	35	105	105	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	324											
37	35	205/2	205/2	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	325											
37	35	103	103	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	326											
37	35	207/2	207/2	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	327											
37	35	104	104	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	328											
37	35	209/2	209/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	329											
37	35	205/2	205/2	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	330											
37	35	209/2	209/2	0.0	1/2	1/2	FiguredBass	3/4	3	1	0											1/4	6		
37	35	209/2	209/2	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	331											
38	36	211/2	211/2	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	332											3
38	36	106	106	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	333											
38	36	213/2	213/2	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	334											
38	36	211/2	211/2	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	335											
38	36	213/2	213/2	1.5	1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	336											
38	36	108	108	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	337											
38	36	211/2	211/2	0.0	0	0	FiguredBass	3/4	3	1	0											1/4	6	5	
38	36	211/2	211/2	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	338											
38	36	213/2	213/2	0.0	1/4	1/4	FiguredBass	3/4	3	1	0											1/4	5	4	
38	36	213/2	213/2	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	339											
38	36	215/2	215/2	0.0	1/2	1/2	FiguredBass	3/4	3	1	0											1/4	3		
38	36	215/2	215/2	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	340											
39	37	217/2	217/2	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	341											
39	37	217/2	217/2	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	342											
39	37	217/2	217/2	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	343											
39	37	109	109	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	344											
39	37	219/2	219/2	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	345											
39	37	110	110	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	346											
39	37	221/2	221/2	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	347											
39	37	111	111	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	348											
40	38	223/2	223/2	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	349											
40	38	223/2	223/2	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	350											
40	38	223/2	223/2	0.0	0	0	FiguredBass	3/4	3	1	0											1/8	5		
40	38	223/2	223/2	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	351											
40	38	112	112	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	352											
40	38	225/2	225/2	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	353											
40	38	113	113	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	354											
40	38	227/2	227/2	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	355											
40	38	114	114	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	356											
41	39	229/2	229/2	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	357											
41	39	229/2	229/2	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	358											
41	39	229/2	229/2	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	359											
41	39	115	115	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	360											
41	39	231/2	231/2	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	361											
41	39	116	116	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	362											
41	39	233/2	233/2	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	363											
41	39	117	117	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	364											
42	40	235/2	235/2	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	365											
42	40	239/2	239/2	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	366											
42	40	235/2	235/2	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	367											
42	40	239/2	239/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	368											
42	40	235/2	235/2	0.0	0	0	FiguredBass	3/4	3	1	0											1/2	6		
42	40	235/2	235/2	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	369											
42	40	239/2	239/2	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	370											
43	41	241/2	241/2	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	371											
43	41	243/2	243/2	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	372											
43	41	241/2	241/2	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	373											
43	41	243/2	243/2	1.5	1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	374											
43	41	123	123	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	375											
43	41	241/2	241/2	0.0	0	0	FiguredBass	3/4	3	1	0											1/4	7	5	
43	41	241/2	241/2	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	376											
43	41	243/2	243/2	0.0	1/4	1/4	FiguredBass	3/4	3	1	0											1/4	5	4	
43	41	243/2	243/2	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	377											
43	41	245/2	245/2	0.0	1/2	1/2	FiguredBass	3/4	3	1	0											1/4	3		
43	41	245/2	245/2	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	378											
44	42	247/2	247/2	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	379											
44	42	247/2	247/2	0.0	0	0	StaffText	3/4	2	1	0				Piano										
44	42	247/2	247/2	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	380											
44	42	247/2	247/2	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	381											
44	42	124	124	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	382											
44	42	249/2	249/2	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	383											
44	42	125	125	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	384											
44	42	251/2	251/2	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	385											
44	42	126	126	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	386											
45	43	253/2	253/2	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	387											
45	43	253/2	253/2	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	388											
45	43	253/2	253/2	0.0	0	0	FiguredBass	3/4	3	1	0											1/8	5		
45	43	253/2	253/2	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	389											
45	43	127	127	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	390											
45	43	255/2	255/2	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	391											
45	43	128	128	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	392											
45	43	257/2	257/2	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	393											
45	43	129	129	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	394											
46	44	259/2	259/2	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	395											
46	44	259/2	259/2	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	396											
46	44	259/2	259/2	0.0	0	0	FiguredBass	3/4	3	1	0											1/8	5		
46	44	259/2	259/2	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	397											
46	44	130	130	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	398											
46	44	261/2	261/2	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	399											
46	44	131	131	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	400											
46	44	263/2	263/2	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	401											
46	44	132	132	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	402											
47	45	265/2	265/2	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	403											
47	45	269/2	269/2	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	404											
47	45	265/2	265/2	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	405											
47	45	269/2	269/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	406											
47	45	265/2	265/2	0.0	0	0	FiguredBass	3/4	3	1	0											1/2	6		
47	45	265/2	265/2	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	407											
47	45	269/2	269/2	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	408											
48	46	271/2	271/2	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	409											
48	46	273/2	273/2	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	410											
48	46	271/2	271/2	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	411											
48	46	273/2	273/2	1.5	1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	412											
48	46	138	138	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	413											
48	46	271/2	271/2	0.0	0	0	FiguredBass	3/4	3	1	0											1/4	7	5	
48	46	271/2	271/2	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	414											
48	46	273/2	273/2	0.0	1/4	1/4	FiguredBass	3/4	3	1	0											1/4	5	4	
48	46	273/2	273/2	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	415											
48	46	275/2	275/2	0.0	1/2	1/2	FiguredBass	3/4	3	1	0											1/4	3		
48	46	275/2	275/2	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	416											
49	47	277/2	277/2	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	417											
49	47	277/2	277/2	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	418											
49	47	277/2	277/2	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	419											
