mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3
11	11	60	60	1.5	0	0	Chord	12/8	4	1	3/8	1/4	3/2	265				
11	11	123/2	123/2	1.5	3/8	3/8	Chord	12/8	4	1	3/8	1/4	3/2	266				
11	11	63	63	0.0	3/4	3/4	FiguredBass	12/8	4	1	0				1/8	7	#	
11	11	63	63	0.5	3/4	3/4	Chord	12/8	4	1	1/8	1/8	1	267				
11	11	127/2	127/2	0.0	7/8	7/8	FiguredBass	12/8	4	1	0				1/8	6		
11	11	127/2	127/2	0.5	7/8	7/8	Chord	12/8	4	1	1/8	1/8	1	268				
11	11	64	64	0.5	1	1	Chord	12/8	4	1	1/8	1/8	1	269				
11	11	129/2	129/2	0.0	9/8	9/8	FiguredBass	12/8	4	1	0				1/8	5	4	
11	11	129/2	129/2	0.5	9/8	9/8	Chord	12/8	4	1	1/8	1/8	1	270				
11	11	65	65	0.5	5/4	5/4	Chord	12/8	4	1	1/8	1/8	1	271				
11	11	131/2	131/2	0.0	11/8	11/8	FiguredBass	12/8	4	1	0				1/8	#		
11	11	131/2	131/2	0.5	11/8	11/8	Chord	12/8	4	1	1/8	1/8	1	272				
12	12	66	66	1.5	0	0	Chord	12/8	1	1	3/8	1/4	3/2	273				
12	12	135/2	135/2	2.0	3/8	3/8	Chord	12/8	1	1	1/2	1/2	1	274				
12	12	139/2	139/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	275				
12	12	70	70	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	276				
12	12	141/2	141/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	277				
12	12	71	71	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	278				
12	12	143/2	143/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	279				
12	12	66	66	1.5	0	0	Chord	12/8	2	1	3/8	1/4	3/2	280				
12	12	69	69	3.0	3/4	3/4	Chord	12/8	2	1	3/4	1/2	3/2	281				
12	12	66	66	1.5	0	0	Chord	12/8	3	1	3/8	1/4	3/2	282				
12	12	135/2	135/2	1.5	3/8	3/8	Chord	12/8	3	1	3/8	1/4	3/2	283				
12	12	69	69	1.5	3/4	3/4	Chord	12/8	3	1	3/8	1/4	3/2	284				
12	12	141/2	141/2	1.5	9/8	9/8	Chord	12/8	3	1	3/8	1/4	3/2	285				
12	12	66	66	1.5	0	0	Chord	12/8	4	1	3/8	1/4	3/2	286				
12	12	135/2	135/2	0.0	3/8	3/8	FiguredBass	12/8	4	1	0				3/8	6		
12	12	135/2	135/2	1.5	3/8	3/8	Chord	12/8	4	1	3/8	1/4	3/2	287				
12	12	69	69	0.0	3/4	3/4	FiguredBass	12/8	4	1	0				3/8	6	5	
12	12	69	69	1.5	3/4	3/4	Chord	12/8	4	1	3/8	1/4	3/2	288				
12	12	141/2	141/2	1.5	9/8	9/8	Chord	12/8	4	1	3/8	1/4	3/2	289				
13	13	72	72	3.5	0	0	Chord	12/8	1	1	7/8	1/2	7/4	290				
13	13	151/2	151/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	291				
13	13	76	76	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	292				
13	13	153/2	153/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	293				
13	13	77	77	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	294				
13	13	155/2	155/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	295				
13	13	72	72	0.5	0	0	Chord	12/8	2	1	1/8	1/8	1	296				
13	13	145/2	145/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8	1/8	1	297				
13	13	73	73	0.5	1/4	1/4	Chord	12/8	2	1	1/8	1/8	1	298				
13	13	147/2	147/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8	1/8	1	299				
13	13	74	74	0.5	1/2	1/2	Chord	12/8	2	1	1/8	1/8	1	300				
13	13	149/2	149/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8	1/8	1	301				
13	13	75	75	3.0	3/4	3/4	Chord	12/8	2	1	3/4	1/2	3/2	302				
13	13	72	72	1.5	0	0	Chord	12/8	3	1	3/8	1/4	3/2	303				
13	13	147/2	147/2	1.5	3/8	3/8	Chord	12/8	3	1	3/8	1/4	3/2	304				
13	13	75	75	1.5	3/4	3/4	Chord	12/8	3	1	3/8	1/4	3/2	305				
13	13	153/2	153/2	1.5	9/8	9/8	Chord	12/8	3	1	3/8	1/4	3/2	306				
13	13	72	72	0.0	0	0	FiguredBass	12/8	4	1	0				3/8	9		
13	13	72	72	1.5	0	0	Chord	12/8	4	1	3/8	1/4	3/2	307				
13	13	147/2	147/2	0.0	3/8	3/8	FiguredBass	12/8	4	1	0				3/8	8		
13	13	147/2	147/2	1.5	3/8	3/8	Chord	12/8	4	1	3/8	1/4	3/2	308				
13	13	75	75	0.0	3/4	3/4	FiguredBass	12/8	4	1	0				3/8	b6	5	
13	13	75	75	1.5	3/4	3/4	Chord	12/8	4	1	3/8	1/4	3/2	309				
13	13	153/2	153/2	0.0	9/8	9/8	FiguredBass	12/8	4	1	0				3/8	b5		
13	13	153/2	153/2	1.5	9/8	9/8	Chord	12/8	4	1	3/8	1/4	3/2	310				
14	14	78	78	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	311				
14	14	157/2	157/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	312				
14	14	79	79	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	313				
14	14	159/2	159/2	2.0	3/8	3/8	Chord	12/8	1	1	1/2	1/2	1	314				
14	14	163/2	163/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	315				
14	14	82	82	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	316				
14	14	165/2	165/2	1.5	9/8	9/8	Chord	12/8	1	1	3/8	1/4	3/2	317				
14	14	78	78	0.5	0	0	Chord	12/8	2	1	1/8	1/8	1	318				
14	14	157/2	157/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8	1/8	1	319				
14	14	79	79	0.5	1/4	1/4	Chord	12/8	2	1	1/8	1/8	1	320				
14	14	159/2	159/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8	1/8	1	321				
14	14	80	80	0.5	1/2	1/2	Chord	12/8	2	1	1/8	1/8	1	322				
14	14	161/2	161/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8	1/8	1	323				
14	14	81	81	2.0	3/4	3/4	Chord	12/8	2	1	1/2	1/2	1	324				
14	14	83	83	0.5	5/4	5/4	Chord	12/8	2	1	1/8	1/8	1	325				
14	14	167/2	167/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8	1/8	1	326				
14	14	78	78	1.5	0	0	Chord	12/8	3	1	3/8	1/4	3/2	327				
14	14	159/2	159/2	1.5	3/8	3/8	Chord	12/8	3	1	3/8	1/4	3/2	328				
14	14	81	81	1.5	3/4	3/4	Chord	12/8	3	1	3/8	1/4	3/2	329				
14	14	165/2	165/2	1.5	9/8	9/8	Chord	12/8	3	1	3/8	1/4	3/2	330				
14	14	78	78	0.0	0	0	FiguredBass	12/8	4	1	0				3/8	5	b4	
14	14	78	78	1.5	0	0	Chord	12/8	4	1	3/8	1/4	3/2	331				
14	14	159/2	159/2	0.0	3/8	3/8	FiguredBass	12/8	4	1	0				3/8	3		
14	14	159/2	159/2	1.5	3/8	3/8	Chord	12/8	4	1	3/8	1/4	3/2	332				
14	14	81	81	0.0	3/4	3/4	FiguredBass	12/8	4	1	0				3/8	5	4	
14	14	81	81	1.5	3/4	3/4	Chord	12/8	4	1	3/8	1/4	3/2	333				
14	14	165/2	165/2	0.0	9/8	9/8	FiguredBass	12/8	4	1	0				3/8	6	3	
14	14	165/2	165/2	1.5	9/8	9/8	Chord	12/8	4	1	3/8	1/4	3/2	334				
15	15	84	84	1.0	0	0	Chord	12/8	1	1	1/4	1/4	1	335				
15	15	85	85	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	336				
15	15	171/2	171/2	2.0	3/8	3/8	Chord	12/8	1	1	1/2	1/2	1	337				
15	15	175/2	175/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	338				
15	15	88	88	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	339				
15	15	177/2	177/2	1.5	9/8	9/8	Chord	12/8	1	1	3/8	1/4	3/2	340				
15	15	84	84	2.0	0	0	Chord	12/8	2	1	1/2	1/2	1	341				
15	15	86	86	0.5	1/2	1/2	Chord	12/8	2	1	1/8	1/8	1	342				
15	15	173/2	173/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8	1/8	1	343				
15	15	87	87	2.0	3/4	3/4	Chord	12/8	2	1	1/2	1/2	1	344				
15	15	89	89	0.5	5/4	5/4	Chord	12/8	2	1	1/8	1/8	1	345				
15	15	179/2	179/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8	1/8	1	346				
15	15	84	84	1.5	0	0	Chord	12/8	3	1	3/8	1/4	3/2	347				
15	15	171/2	171/2	1.5	3/8	3/8	Chord	12/8	3	1	3/8	1/4	3/2	348				
15	15	87	87	1.5	3/4	3/4	Chord	12/8	3	1	3/8	1/4	3/2	349				
15	15	177/2	177/2	1.5	9/8	9/8	Chord	12/8	3	1	3/8	1/4	3/2	350				
15	15	84	84	0.0	0	0	FiguredBass	12/8	4	1	0				3/8	9		
15	15	84	84	1.5	0	0	Chord	12/8	4	1	3/8	1/4	3/2	351				
15	15	171/2	171/2	0.0	3/8	3/8	FiguredBass	12/8	4	1	0				3/8	8		
15	15	171/2	171/2	1.5	3/8	3/8	Chord	12/8	4	1	3/8	1/4	3/2	352				
15	15	87	87	0.0	3/4	3/4	FiguredBass	12/8	4	1	0				3/8	5	4	
15	15	87	87	1.5	3/4	3/4	Chord	12/8	4	1	3/8	1/4	3/2	353				
15	15	177/2	177/2	0.0	9/8	9/8	FiguredBass	12/8	4	1	0				3/8	b3		
15	15	177/2	177/2	1.5	9/8	9/8	Chord	12/8	4	1	3/8	1/4	3/2	354				
16	16	90	90	1.0	0	0	Chord	12/8	1	1	1/4	1/4	1	355				
16	16	91	91	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	356				
16	16	183/2	183/2	2.0	3/8	3/8	Chord	12/8	1	1	1/2	1/2	1	357				
16	16	187/2	187/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	358				
16	16	94	94	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	359				
16	16	189/2	189/2	1.5	9/8	9/8	Chord	12/8	1	1	3/8	1/4	3/2	360				
16	16	90	90	2.0	0	0	Chord	12/8	2	1	1/2	1/2	1	361				
16	16	92	92	0.5	1/2	1/2	Chord	12/8	2	1	1/8	1/8	1	362				
16	16	185/2	185/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8	1/8	1	363				
16	16	93	93	2.0	3/4	3/4	Chord	12/8	2	1	1/2	1/2	1	364				
16	16	95	95	0.5	5/4	5/4	Chord	12/8	2	1	1/8	1/8	1	365				
16	16	191/2	191/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8	1/8	1	366				
16	16	90	90	3.0	0	0	Chord	12/8	3	1	3/4	1/2	3/2	367				
16	16	93	93	3.0	3/4	3/4	Chord	12/8	3	1	3/4	1/2	3/2	368				
16	16	90	90	0.0	0	0	FiguredBass	12/8	4	1	0				3/8	9		
16	16	90	90	3.0	0	0	Chord	12/8	4	1	3/4	1/2	3/2	369				
16	16	183/2	183/2	0.0	3/8	3/8	FiguredBass	12/8	4	1	0				3/8	b8		
16	16	93	93	0.0	3/4	3/4	FiguredBass	12/8	4	1	0				3/8	5	b4	
16	16	93	93	3.0	3/4	3/4	Chord	12/8	4	1	3/4	1/2	3/2	370				
16	16	189/2	189/2	0.0	9/8	9/8	FiguredBass	12/8	4	1	0				3/8	3		
17	17	96	96	1.0	0	0	Chord	12/8	1	1	1/4	1/4	1	371				
17	17	97	97	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	372				
17	17	195/2	195/2	2.0	3/8	3/8	Chord	12/8	1	1	1/2	1/2	1	373				
17	17	199/2	199/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	374				
17	17	100	100	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	375				
17	17	201/2	201/2	1.5	9/8	9/8	Chord	12/8	1	1	3/8	1/4	3/2	376				
17	17	96	96	2.0	0	0	Chord	12/8	2	1	1/2	1/2	1	377				
17	17	98	98	0.5	1/2	1/2	Chord	12/8	2	1	1/8	1/8	1	378				
17	17	197/2	197/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8	1/8	1	379				
17	17	99	99	2.0	3/4	3/4	Chord	12/8	2	1	1/2	1/2	1	380				
17	17	101	101	0.5	5/4	5/4	Chord	12/8	2	1	1/8	1/8	1	381				
17	17	203/2	203/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8	1/8	1	382				
17	17	96	96	3.0	0	0	Chord	12/8	3	1	3/4	1/2	3/2	383				
17	17	99	99	3.0	3/4	3/4	Chord	12/8	3	1	3/4	1/2	3/2	384				
17	17	96	96	0.0	0	0	FiguredBass	12/8	4	1	0				3/8	9	b	
17	17	96	96	3.0	0	0	Chord	12/8	4	1	3/4	1/2	3/2	385				
17	17	195/2	195/2	0.0	3/8	3/8	FiguredBass	12/8	4	1	0				3/8	8		
17	17	99	99	0.0	3/4	3/4	FiguredBass	12/8	4	1	0				3/8	7		
17	17	99	99	3.0	3/4	3/4	Chord	12/8	4	1	3/4	1/2	3/2	386				
17	17	201/2	201/2	0.0	9/8	9/8	FiguredBass	12/8	4	1	0				3/8	6		
18	18	102	102	1.5	0	0	Chord	12/8	1	1	3/8	1/4	3/2	387				
18	18	207/2	207/2	1.5	3/8	3/8	Chord	12/8	1	1	3/8	1/4	3/2	388				
18	18	105	105	1.5	3/4	3/4	Chord	12/8	1	1	3/8	1/4	3/2	389				
18	18	102	102	0.5	0	0	Chord	12/8	2	1	1/8	1/8	1	390				
18	18	205/2	205/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8	1/8	1	391				
18	18	103	103	0.5	1/4	1/4	Chord	12/8	2	1	1/8	1/8	1	392				
18	18	207/2	207/2	1.5	3/8	3/8	Chord	12/8	2	1	3/8	1/4	3/2	393				
18	18	105	105	1.5	3/4	3/4	Chord	12/8	2	1	3/8	1/4	3/2	394				
18	18	102	102	1.5	0	0	Chord	12/8	3	1	3/8	1/4	3/2	395				
18	18	207/2	207/2	1.5	3/8	3/8	Chord	12/8	3	1	3/8	1/4	3/2	396				
18	18	105	105	1.5	3/4	3/4	Chord	12/8	3	1	3/8	1/4	3/2	397				
18	18	213/2	213/2	1.5	9/8	9/8	Chord	12/8	3	1	3/8	1/4	3/2	398				
18	18	102	102	0.0	0	0	FiguredBass	12/8	4	1	0				3/8	6	5	
18	18	102	102	1.5	0	0	Chord	12/8	4	1	3/8	1/4	3/2	399				
18	18	207/2	207/2	0.0	3/8	3/8	FiguredBass	12/8	4	1	0				3/8	3		
18	18	207/2	207/2	1.5	3/8	3/8	Chord	12/8	4	1	3/8	1/4	3/2	400				
18	18	105	105	1.5	3/4	3/4	Chord	12/8	4	1	3/8	1/4	3/2	401				
18	18	213/2	213/2	0.0	9/8	9/8	FiguredBass	12/8	4	1	0				3/8	6\		
18	18	213/2	213/2	1.5	9/8	9/8	Chord	12/8	4	1	3/8	1/4	3/2	402				
19	19	108	108	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	403				
19	19	217/2	217/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	404				
19	19	109	109	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	405				
19	19	219/2	219/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	406				
19	19	110	110	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	407				
19	19	221/2	221/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	408				
19	19	111	111	1.5	3/4	3/4	Chord	12/8	1	1	3/8	1/4	3/2	409				
19	19	111	111	0.5	3/4	3/4	Chord	12/8	2	1	1/8	1/8	1	410				
19	19	223/2	223/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8	1/8	1	411				
19	19	112	112	0.5	1	1	Chord	12/8	2	1	1/8	1/8	1	412				
19	19	225/2	225/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8	1/8	1	413				
19	19	113	113	0.5	5/4	5/4	Chord	12/8	2	1	1/8	1/8	1	414				
19	19	227/2	227/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8	1/8	1	415				
19	19	108	108	1.5	0	0	Chord	12/8	3	1	3/8	1/4	3/2	416				
19	19	219/2	219/2	1.5	3/8	3/8	Chord	12/8	3	1	3/8	1/4	3/2	417				
19	19	111	111	1.5	3/4	3/4	Chord	12/8	3	1	3/8	1/4	3/2	418				
19	19	108	108	1.5	0	0	Chord	12/8	4	1	3/8	1/4	3/2	419				
19	19	219/2	219/2	0.0	3/8	3/8	FiguredBass	12/8	4	1	0				3/8	5		
19	19	219/2	219/2	1.5	3/8	3/8	Chord	12/8	4	1	3/8	1/4	3/2	420				
19	19	111	111	1.5	3/4	3/4	Chord	12/8	4	1	3/8	1/4	3/2	421				
20	20	114	114	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	422				
20	20	229/2	229/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	423				
20	20	115	115	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	424				
20	20	231/2	231/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	425				
20	20	116	116	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	426				
20	20	233/2	233/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	427				
20	20	117	117	1.5	3/4	3/4	Chord	12/8	1	1	3/8	1/4	3/2	428				
20	20	114	114	1.5	0	0	Chord	12/8	2	1	3/8	1/4	3/2	429				
20	20	117	117	0.5	3/4	3/4	Chord	12/8	2	1	1/8	1/8	1	430				
20	20	235/2	235/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8	1/8	1	431				
20	20	118	118	0.5	1	1	Chord	12/8	2	1	1/8	1/8	1	432				
20	20	237/2	237/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8	1/8	1	433				
20	20	119	119	0.5	5/4	5/4	Chord	12/8	2	1	1/8	1/8	1	434				
20	20	239/2	239/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8	1/8	1	435				
20	20	114	114	1.5	0	0	Chord	12/8	3	1	3/8	1/4	3/2	436				
20	20	231/2	231/2	1.5	3/8	3/8	Chord	12/8	3	1	3/8	1/4	3/2	437				
20	20	117	117	1.5	3/4	3/4	Chord	12/8	3	1	3/8	1/4	3/2	438				
20	20	114	114	1.5	0	0	Chord	12/8	4	1	3/8	1/4	3/2	439				
20	20	231/2	231/2	0.0	3/8	3/8	FiguredBass	12/8	4	1	0				3/8	b7		
20	20	231/2	231/2	1.5	3/8	3/8	Chord	12/8	4	1	3/8	1/4	3/2	440				
20	20	117	117	1.5	3/4	3/4	Chord	12/8	4	1	3/8	1/4	3/2	441				
21	21	120	120	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	442				
21	21	241/2	241/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	443				
21	21	121	121	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	444				
21	21	243/2	243/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	445				
21	21	122	122	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	446				
21	21	245/2	245/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	447				
21	21	123	123	1.5	3/4	3/4	Chord	12/8	1	1	3/8	1/4	3/2	448				
21	21	249/2	249/2	1.5	9/8	9/8	Chord	12/8	1	1	3/8	1/4	3/2	449				
21	21	120	120	1.5	0	0	Chord	12/8	2	1	3/8	1/4	3/2	450				
21	21	243/2	243/2	1.5	3/8	3/8	Chord	12/8	2	1	3/8	1/4	3/2	451				
21	21	123	123	0.5	3/4	3/4	Chord	12/8	2	1	1/8	1/8	1	452				
21	21	247/2	247/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8	1/8	1	453				
21	21	124	124	0.5	1	1	Chord	12/8	2	1	1/8	1/8	1	454				
21	21	249/2	249/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8	1/8	1	455				
21	21	125	125	0.5	5/4	5/4	Chord	12/8	2	1	1/8	1/8	1	456				
21	21	251/2	251/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8	1/8	1	457				
21	21	120	120	1.5	0	0	Chord	12/8	3	1	3/8	1/4	3/2	458				
21	21	243/2	243/2	1.5	3/8	3/8	Chord	12/8	3	1	3/8	1/4	3/2	459				
21	21	123	123	1.5	3/4	3/4	Chord	12/8	3	1	3/8	1/4	3/2	460				
21	21	249/2	249/2	1.5	9/8	9/8	Chord	12/8	3	1	3/8	1/4	3/2	461				
21	21	120	120	1.5	0	0	Chord	12/8	4	1	3/8	1/4	3/2	462				
21	21	243/2	243/2	0.0	3/8	3/8	FiguredBass	12/8	4	1	0				3/8	5		
21	21	243/2	243/2	1.5	3/8	3/8	Chord	12/8	4	1	3/8	1/4	3/2	463				
21	21	123	123	0.0	3/4	3/4	FiguredBass	12/8	4	1	0				3/8	b		
21	21	123	123	1.5	3/4	3/4	Chord	12/8	4	1	3/8	1/4	3/2	464				
21	21	249/2	249/2	0.0	9/8	9/8	FiguredBass	12/8	4	1	0				3/8	#		
21	21	249/2	249/2	1.5	9/8	9/8	Chord	12/8	4	1	3/8	1/4	3/2	465				
22	22	126	126	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	466				
22	22	253/2	253/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	467				
22	22	127	127	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	468				
22	22	255/2	255/2	1.5	3/8	3/8	Chord	12/8	1	1	3/8	1/4	3/2	469				
22	22	129	129	1.5	3/4	3/4	Chord	12/8	1	1	3/8	1/4	3/2	470				
22	22	126	126	0.5	0	0	Chord	12/8	2	1	1/8	1/8	1	471				
22	22	253/2	253/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8	1/8	1	472				
22	22	127	127	0.5	1/4	1/4	Chord	12/8	2	1	1/8	1/8	1	473				
22	22	255/2	255/2	1.0	3/8	3/8	Chord	12/8	2	1	1/4	1/4	1	474				
22	22	257/2	257/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8	1/8	1	475				
22	22	129	129	1.5	3/4	3/4	Chord	12/8	2	1	3/8	1/4	3/2	476				
22	22	126	126	3.0	0	0	Chord	12/8	3	1	3/4	1/2	3/2	477				
22	22	129	129	0.5	3/4	3/4	Chord	12/8	3	1	1/8	1/8	1	478				
22	22	259/2	259/2	0.5	7/8	7/8	Chord	12/8	3	1	1/8	1/8	1	479				
22	22	130	130	0.5	1	1	Chord	12/8	3	1	1/8	1/8	1	480				
22	22	261/2	261/2	0.5	9/8	9/8	Chord	12/8	3	1	1/8	1/8	1	481				
22	22	131	131	0.5	5/4	5/4	Chord	12/8	3	1	1/8	1/8	1	482				
22	22	263/2	263/2	0.5	11/8	11/8	Chord	12/8	3	1	1/8	1/8	1	483				
22	22	126	126	0.0	0	0	FiguredBass	12/8	4	1	0				3/8	7		
22	22	126	126	3.0	0	0	Chord	12/8	4	1	3/4	1/2	3/2	484				
22	22	255/2	255/2	0.0	3/8	3/8	FiguredBass	12/8	4	1	0				3/8	6		
22	22	129	129	0.0	3/4	3/4	FiguredBass	12/8	4	1	0				1/8	#		
22	22	129	129	0.5	3/4	3/4	Chord	12/8	4	1	1/8	1/8	1	485				
22	22	259/2	259/2	0.5	7/8	7/8	Chord	12/8	4	1	1/8	1/8	1	486				
22	22	130	130	0.5	1	1	Chord	12/8	4	1	1/8	1/8	1	487				
22	22	261/2	261/2	0.5	9/8	9/8	Chord	12/8	4	1	1/8	1/8	1	488				
22	22	131	131	0.5	5/4	5/4	Chord	12/8	4	1	1/8	1/8	1	489				
22	22	263/2	263/2	0.5	11/8	11/8	Chord	12/8	4	1	1/8	1/8	1	490				
23	23	132	132	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	491				
23	23	265/2	265/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	492				
23	23	133	133	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	493				
23	23	267/2	267/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	494				
23	23	134	134	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	495				
23	23	269/2	269/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	496				
23	23	135	135	1.5	3/4	3/4	Chord	12/8	1	1	3/8	1/4	3/2	497				
23	23	132	132	0.5	0	0	Chord	12/8	2	1	1/8	1/8	1	498				
23	23	265/2	265/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8	1/8	1	499				
23	23	133	133	0.5	1/4	1/4	Chord	12/8	2	1	1/8	1/8	1	500				
23	23	267/2	267/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8	1/8	1	501				
23	23	134	134	0.5	1/2	1/2	Chord	12/8	2	1	1/8	1/8	1	502				
23	23	269/2	269/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8	1/8	1	503				
23	23	135	135	1.5	3/4	3/4	Chord	12/8	2	1	3/8	1/4	3/2	504				
23	23	132	132	1.5	0	0	Chord	12/8	3	1	3/8	1/4	3/2	505				
23	23	135	135	0.5	3/4	3/4	Chord	12/8	3	1	1/8	1/8	1	506				
23	23	271/2	271/2	0.5	7/8	7/8	Chord	12/8	3	1	1/8	1/8	1	507				
23	23	136	136	0.5	1	1	Chord	12/8	3	1	1/8	1/8	1	508				
23	23	273/2	273/2	0.5	9/8	9/8	Chord	12/8	3	1	1/8	1/8	1	509				
23	23	137	137	0.5	5/4	5/4	Chord	12/8	3	1	1/8	1/8	1	510				
23	23	275/2	275/2	0.5	11/8	11/8	Chord	12/8	3	1	1/8	1/8	1	511				
23	23	132	132	1.5	0	0	Chord	12/8	4	1	3/8	1/4	3/2	512				
23	23	135	135	0.0	3/4	3/4	FiguredBass	12/8	4	1	0				1/8	b		
23	23	135	135	0.5	3/4	3/4	Chord	12/8	4	1	1/8	1/8	1	513				
23	23	271/2	271/2	0.5	7/8	7/8	Chord	12/8	4	1	1/8	1/8	1	514				
23	23	136	136	0.5	1	1	Chord	12/8	4	1	1/8	1/8	1	515				
23	23	273/2	273/2	0.5	9/8	9/8	Chord	12/8	4	1	1/8	1/8	1	516				
23	23	137	137	0.5	5/4	5/4	Chord	12/8	4	1	1/8	1/8	1	517				
23	23	275/2	275/2	0.5	11/8	11/8	Chord	12/8	4	1	1/8	1/8	1	518				
24	24	138	138	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	519				
24	24	277/2	277/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	520				
24	24	139	139	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	521				
24	24	279/2	279/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	522				
24	24	140	140	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	523				
24	24	281/2	281/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	524				
