mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
31	31	183	183	0.0	3/4	3/4	FiguredBass	6/4	4	1	0					1/4	7	b		
31	31	183	183	1.0	3/4	3/4	Chord	6/4	4	1	1/4	1/4	1	511						
31	31	184	184	1.0	1	1	Chord	6/4	4	1	1/4	1/4	1	512						
31	31	185	185	1.0	5/4	5/4	Chord	6/4	4	1	1/4	1/4	1	513						
32	32	186	186	1.0	0	0	Chord	6/4	1	1	1/4	1/4	1	514						
32	32	187	187	1.0	1/4	1/4	Chord	6/4	1	1	1/4	1/4	1	515						
32	32	188	188	2.0	1/2	1/2	Chord	6/4	1	1	1/2	1/2	1	516						
32	32	190	190	2.0	1	1	Chord	6/4	1	1	1/2	1/2	1	517						
32	32	186	186	3.0	0	0	Chord	6/4	2	1	3/4	1/2	3/2	518						
32	32	189	189	3.0	3/4	3/4	Chord	6/4	2	1	3/4	1/2	3/2	519						
32	32	186	186	2.0	0	0	Chord	6/4	3	1	1/2	1/2	1	520						
32	32	188	188	1.0	1/2	1/2	Chord	6/4	3	1	1/4	1/4	1	521						
32	32	189	189	2.0	3/4	3/4	Chord	6/4	3	1	1/2	1/2	1	522						
32	32	191	191	1.0	5/4	5/4	Chord	6/4	3	1	1/4	1/4	1	523						
32	32	186	186	0.0	0	0	FiguredBass	6/4	4	1	0					1/4	9			
32	32	186	186	2.0	0	0	Chord	6/4	4	1	1/2	1/2	1	524						
32	32	187	187	0.0	1/4	1/4	FiguredBass	6/4	4	1	0					1/4	8			
32	32	188	188	1.0	1/2	1/2	Chord	6/4	4	1	1/4	1/4	1	525						
32	32	189	189	0.0	3/4	3/4	FiguredBass	6/4	4	1	0					1/4	5	4		
32	32	189	189	2.0	3/4	3/4	Chord	6/4	4	1	1/2	1/2	1	526						
32	32	190	190	0.0	1	1	FiguredBass	6/4	4	1	0					1/4	3			
32	32	191	191	0.0	5/4	5/4	FiguredBass	6/4	4	1	0					1/4	5			
32	32	191	191	1.0	5/4	5/4	Chord	6/4	4	1	1/4	1/4	1	527						
33	33	192	192	1.0	0	0	Chord	6/4	1	1	1/4	1/4	1	528						
33	33	193	193	1.0	1/4	1/4	Chord	6/4	1	1	1/4	1/4	1	529						
33	33	194	194	2.0	1/2	1/2	Chord	6/4	1	1	1/2	1/2	1	530						
33	33	196	196	2.0	1	1	Chord	6/4	1	1	1/2	1/2	1	531						
33	33	192	192	2.0	0	0	Chord	6/4	2	1	1/2	1/2	1	532						
33	33	194	194	1.0	1/2	1/2	Chord	6/4	2	1	1/4	1/4	1	533						
33	33	195	195	1.0	3/4	3/4	Chord	6/4	2	1	1/4	1/4	1	534						
33	33	196	196	2.0	1	1	Chord	6/4	2	1	1/2	1/2	1	535						
33	33	192	192	2.0	0	0	Chord	6/4	3	1	1/2	1/2	1	536						
33	33	194	194	1.0	1/2	1/2	Chord	6/4	3	1	1/4	1/4	1	537						
33	33	195	195	1.0	3/4	3/4	Chord	6/4	3	1	1/4	1/4	1	538						
33	33	196	196	2.0	1	1	Chord	6/4	3	1	1/2	1/2	1	539						
33	33	192	192	0.0	0	0	FiguredBass	6/4	4	1	0					1/4	9			
33	33	192	192	2.0	0	0	Chord	6/4	4	1	1/2	1/2	1	540						
33	33	193	193	0.0	1/4	1/4	FiguredBass	6/4	4	1	0					1/4	8			
33	33	194	194	0.0	1/2	1/2	FiguredBass	6/4	4	1	0					1/4	6			
33	33	194	194	1.0	1/2	1/2	Chord	6/4	4	1	1/4	1/4	1	541						
33	33	195	195	0.0	3/4	3/4	FiguredBass	6/4	4	1	0					1/4	6	5	b	
33	33	195	195	1.0	3/4	3/4	Chord	6/4	4	1	1/4	1/4	1	542						
33	33	196	196	0.0	1	1	FiguredBass	6/4	4	1	0					1/2	#			
33	33	196	196	2.0	1	1	Chord	6/4	4	1	1/2	1/2	1	543						
34	34	198	198	1.0	0	0	Chord	6/4	1	1	1/4	1/4	1	544						
34	34	199	199	3.0	1/4	1/4	Chord	6/4	1	1	3/4	1/2	3/2	545						
34	34	202	202	2.0	1	1	Chord	6/4	1	1	1/2	1/2	1	546						
34	34	198	198	3.0	0	0	Chord	6/4	2	1	3/4	1/2	3/2	547						
34	34	201	201	3.0	3/4	3/4	Chord	6/4	2	1	3/4	1/2	3/2	548						
34	34	198	198	1.0	0	0	Chord	6/4	3	1	1/4	1/4	1	549						
34	34	199	199	1.0	1/4	1/4	Chord	6/4	3	1	1/4	1/4	1	550						
34	34	200	200	1.0	1/2	1/2	Chord	6/4	3	1	1/4	1/4	1	551						
34	34	201	201	1.0	3/4	3/4	Chord	6/4	3	1	1/4	1/4	1	552						
34	34	202	202	1.0	1	1	Chord	6/4	3	1	1/4	1/4	1	553						
34	34	203	203	1.0	5/4	5/4	Chord	6/4	3	1	1/4	1/4	1	554						
34	34	198	198	1.0	0	0	Chord	6/4	4	1	1/4	1/4	1	555						
34	34	199	199	0.0	1/4	1/4	FiguredBass	6/4	4	1	0					1/4	6			
34	34	199	199	1.0	1/4	1/4	Chord	6/4	4	1	1/4	1/4	1	556						
34	34	200	200	1.0	1/2	1/2	Chord	6/4	4	1	1/4	1/4	1	557						
34	34	201	201	0.0	3/4	3/4	FiguredBass	6/4	4	1	0					1/4	5	4		
34	34	201	201	1.0	3/4	3/4	Chord	6/4	4	1	1/4	1/4	1	558						
34	34	202	202	0.0	1	1	FiguredBass	6/4	4	1	0					1/4	6			
34	34	202	202	1.0	1	1	Chord	6/4	4	1	1/4	1/4	1	559						
34	34	203	203	1.0	5/4	5/4	Chord	6/4	4	1	1/4	1/4	1	560						
35	35	204	204	1.0	0	0	Chord	6/4	1	1	1/4	1/4	1	561						
35	35	205	205	3.0	1/4	1/4	Chord	6/4	1	1	3/4	1/2	3/2	562						
35	35	208	208	2.0	1	1	Chord	6/4	1	1	1/2	1/2	1	563						
35	35	204	204	3.0	0	0	Chord	6/4	2	1	3/4	1/2	3/2	564						
35	35	207	207	3.0	3/4	3/4	Chord	6/4	2	1	3/4	1/2	3/2	565						
35	35	204	204	1.0	0	0	Chord	6/4	3	1	1/4	1/4	1	566						
35	35	205	205	1.0	1/4	1/4	Chord	6/4	3	1	1/4	1/4	1	567						
35	35	206	206	1.0	1/2	1/2	Chord	6/4	3	1	1/4	1/4	1	568						
35	35	207	207	1.0	3/4	3/4	Chord	6/4	3	1	1/4	1/4	1	569						
35	35	208	208	1.0	1	1	Chord	6/4	3	1	1/4	1/4	1	570						
35	35	209	209	1.0	5/4	5/4	Chord	6/4	3	1	1/4	1/4	1	571						
35	35	204	204	0.0	0	0	FiguredBass	6/4	4	1	0					1/4	9			
35	35	204	204	1.0	0	0	Chord	6/4	4	1	1/4	1/4	1	572						
35	35	205	205	0.0	1/4	1/4	FiguredBass	6/4	4	1	0					1/4	6b			
35	35	205	205	1.0	1/4	1/4	Chord	6/4	4	1	1/4	1/4	1	573						
35	35	206	206	0.0	1/2	1/2	FiguredBass	6/4	4	1	0					1/4	5b			
35	35	206	206	1.0	1/2	1/2	Chord	6/4	4	1	1/4	1/4	1	574						
35	35	207	207	0.0	3/4	3/4	FiguredBass	6/4	4	1	0					1/4	5	4b		
35	35	207	207	1.0	3/4	3/4	Chord	6/4	4	1	1/4	1/4	1	575						
35	35	208	208	0.0	1	1	FiguredBass	6/4	4	1	0					1/4	6			
35	35	208	208	1.0	1	1	Chord	6/4	4	1	1/4	1/4	1	576						
35	35	209	209	1.0	5/4	5/4	Chord	6/4	4	1	1/4	1/4	1	577						
36	36	210	210	1.0	0	0	Chord	6/4	1	1	1/4	1/4	1	578						
36	36	211	211	3.0	1/4	1/4	Chord	6/4	1	1	3/4	1/2	3/2	579						
36	36	214	214	1.0	1	1	Chord	6/4	1	1	1/4	1/4	1	580						
36	36	215	215	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	581						
36	36	210	210	3.0	0	0	Chord	6/4	2	1	3/4	1/2	3/2	582						
36	36	213	213	2.0	3/4	3/4	Chord	6/4	2	1	1/2	1/2	1	583						
36	36	215	215	1.0	5/4	5/4	Chord	6/4	2	1	1/4	1/4	1	584						
36	36	210	210	1.0	0	0	Chord	6/4	3	1	1/4	1/4	1	585						
36	36	211	211	1.0	1/4	1/4	Chord	6/4	3	1	1/4	1/4	1	586						
36	36	212	212	1.0	1/2	1/2	Chord	6/4	3	1	1/4	1/4	1	587						
36	36	213	213	2.0	3/4	3/4	Chord	6/4	3	1	1/2	1/2	1	588						
36	36	215	215	1.0	5/4	5/4	Chord	6/4	3	1	1/4	1/4	1	589						
36	36	210	210	0.0	0	0	FiguredBass	6/4	4	1	0					1/4	6b	5		
36	36	210	210	1.0	0	0	Chord	6/4	4	1	1/4	1/4	1	590						
36	36	211	211	0.0	1/4	1/4	FiguredBass	6/4	4	1	0					1/4	5b			
36	36	211	211	1.0	1/4	1/4	Chord	6/4	4	1	1/4	1/4	1	591						
36	36	212	212	1.0	1/2	1/2	Chord	6/4	4	1	1/4	1/4	1	592						
36	36	213	213	0.0	3/4	3/4	FiguredBass	6/4	4	1	0					1/4	9			
36	36	213	213	2.0	3/4	3/4	Chord	6/4	4	1	1/2	1/2	1	593						
36	36	214	214	0.0	1	1	FiguredBass	6/4	4	1	0					1/4	8			
36	36	215	215	0.0	5/4	5/4	FiguredBass	6/4	4	1	0					1/4	6			
36	36	215	215	1.0	5/4	5/4	Chord	6/4	4	1	1/4	1/4	1	594						
37	37	216	216	1.0	0	0	Chord	6/4	1	1	1/4	1/4	1	595						
37	37	217	217	2.0	1/4	1/4	Chord	6/4	1	1	1/2	1/2	1	596						
37	37	219	219	1.0	3/4	3/4	Chord	6/4	1	1	1/4	1/4	1	597						
37	37	220	220	0.5	1	1	Chord	6/4	1	1	1/8	1/8	1	598						25
37	37	441/2	441/2	0.5	9/8	9/8	Chord	6/4	1	1	1/8	1/8	1	599						25
37	37	221	221	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	600						
37	37	216	216	1.0	0	0	Chord	6/4	2	1	1/4	1/4	1	601						
37	37	217	217	2.0	1/4	1/4	Chord	6/4	2	1	1/2	1/2	1	602						
37	37	219	219	2.0	3/4	3/4	Chord	6/4	2	1	1/2	1/2	1	603						
37	37	216	216	1.0	0	0	Chord	6/4	3	1	1/4	1/4	1	604						
37	37	217	217	1.0	1/4	1/4	Chord	6/4	3	1	1/4	1/4	1	605						
37	37	218	218	1.0	1/2	1/2	Chord	6/4	3	1	1/4	1/4	1	606						
37	37	219	219	2.0	3/4	3/4	Chord	6/4	3	1	1/2	1/2	1	607						
37	37	221	221	1.0	5/4	5/4	Chord	6/4	3	1	1/4	1/4	1	608						
37	37	216	216	0.0	0	0	FiguredBass	6/4	4	1	0					1/4	6	5		
37	37	216	216	1.0	0	0	Chord	6/4	4	1	1/4	1/4	1	609						
37	37	217	217	0.0	1/4	1/4	FiguredBass	6/4	4	1	0					1/4	3			
37	37	217	217	1.0	1/4	1/4	Chord	6/4	4	1	1/4	1/4	1	610						
37	37	218	218	1.0	1/2	1/2	Chord	6/4	4	1	1/4	1/4	1	611						
37	37	219	219	2.0	3/4	3/4	Chord	6/4	4	1	1/2	1/2	1	612						
37	37	221	221	1.0	5/4	5/4	Chord	6/4	4	1	1/4	1/4	1	613						
38	38	222	222	1.0	0	0	Chord	6/4	1	1	1/4	1/4	1	614						
38	38	223	223	1.0	1/4	1/4	Chord	6/4	1	1	1/4	1/4	1	615						
38	38	226	226	0.5	1	1	Chord	6/4	1	1	1/8	1/8	1	616						26
38	38	453/2	453/2	0.5	9/8	9/8	Chord	6/4	1	1	1/8	1/8	1	617						26
38	38	227	227	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	618						
38	38	223	223	1.0	1/4	1/4	Chord	6/4	2	1	1/4	1/4	1	619						
38	38	224	224	1.0	1/2	1/2	Chord	6/4	2	1	1/4	1/4	1	620						
38	38	225	225	2.0	3/4	3/4	Chord	6/4	2	1	1/2	1/2	1	621						
38	38	222	222	1.0	0	0	Chord	6/4	3	1	1/4	1/4	1	622						
38	38	223	223	1.0	1/4	1/4	Chord	6/4	3	1	1/4	1/4	1	623						
38	38	224	224	1.0	1/2	1/2	Chord	6/4	3	1	1/4	1/4	1	624						
38	38	225	225	1.0	3/4	3/4	Chord	6/4	3	1	1/4	1/4	1	625						
38	38	226	226	1.0	1	1	Chord	6/4	3	1	1/4	1/4	1	626						
38	38	227	227	1.0	5/4	5/4	Chord	6/4	3	1	1/4	1/4	1	627						
38	38	222	222	0.0	0	0	FiguredBass	6/4	4	1	0					1/4	6			
38	38	222	222	1.0	0	0	Chord	6/4	4	1	1/4	1/4	1	628						
38	38	223	223	1.0	1/4	1/4	Chord	6/4	4	1	1/4	1/4	1	629						
38	38	224	224	0.0	1/2	1/2	FiguredBass	6/4	4	1	0					1/4	6			
38	38	224	224	1.0	1/2	1/2	Chord	6/4	4	1	1/4	1/4	1	630						
38	38	225	225	1.0	3/4	3/4	Chord	6/4	4	1	1/4	1/4	1	631						
38	38	226	226	1.0	1	1	Chord	6/4	4	1	1/4	1/4	1	632						
38	38	227	227	1.0	5/4	5/4	Chord	6/4	4	1	1/4	1/4	1	633						
39	39	228	228	1.0	0	0	Chord	6/4	1	1	1/4	1/4	1	634						
39	39	229	229	1.0	1/4	1/4	Chord	6/4	1	1	1/4	1/4	1	635						
39	39	232	232	0.5	1	1	Chord	6/4	1	1	1/8	1/8	1	636						27
39	39	465/2	465/2	0.5	9/8	9/8	Chord	6/4	1	1	1/8	1/8	1	637						27
39	39	233	233	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	638						
39	39	229	229	1.0	1/4	1/4	Chord	6/4	2	1	1/4	1/4	1	639						28
39	39	230	230	1.0	1/2	1/2	Chord	6/4	2	1	1/4	1/4	1	640						
39	39	231	231	1.0	3/4	3/4	Chord	6/4	2	1	1/4	1/4	1	641						
39	39	228	228	1.0	0	0	Chord	6/4	3	1	1/4	1/4	1	642						
39	39	229	229	1.0	1/4	1/4	Chord	6/4	3	1	1/4	1/4	1	643						
39	39	230	230	1.0	1/2	1/2	Chord	6/4	3	1	1/4	1/4	1	644						
39	39	231	231	1.0	3/4	3/4	Chord	6/4	3	1	1/4	1/4	1	645						
39	39	233	233	1.0	5/4	5/4	Chord	6/4	3	1	1/4	1/4	1	646						
39	39	228	228	0.0	0	0	FiguredBass	6/4	4	1	0					1/4	6			
39	39	228	228	1.0	0	0	Chord	6/4	4	1	1/4	1/4	1	647						
39	39	229	229	1.0	1/4	1/4	Chord	6/4	4	1	1/4	1/4	1	648						
39	39	230	230	0.0	1/2	1/2	FiguredBass	6/4	4	1	0					1/4	6			
39	39	230	230	1.0	1/2	1/2	Chord	6/4	4	1	1/4	1/4	1	649						
39	39	231	231	1.0	3/4	3/4	Chord	6/4	4	1	1/4	1/4	1	650						
39	39	233	233	0.0	5/4	5/4	FiguredBass	6/4	4	1	0					1/4	b			
39	39	233	233	1.0	5/4	5/4	Chord	6/4	4	1	1/4	1/4	1	651						
40	40	234	234	1.0	0	0	Chord	6/4	1	1	1/4	1/4	1	652						
40	40	235	235	1.0	1/4	1/4	Chord	6/4	1	1	1/4	1/4	1	653						
40	40	238	238	0.5	1	1	Chord	6/4	1	1	1/8	1/8	1	654						29
40	40	477/2	477/2	0.5	9/8	9/8	Chord	6/4	1	1	1/8	1/8	1	655						29
40	40	239	239	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	656						
40	40	235	235	1.0	1/4	1/4	Chord	6/4	2	1	1/4	1/4	1	657						30
40	40	236	236	1.0	1/2	1/2	Chord	6/4	2	1	1/4	1/4	1	658						
40	40	237	237	2.0	3/4	3/4	Chord	6/4	2	1	1/2	1/2	1	659						
40	40	234	234	1.0	0	0	Chord	6/4	3	1	1/4	1/4	1	660						
40	40	235	235	1.0	1/4	1/4	Chord	6/4	3	1	1/4	1/4	1	661						
40	40	236	236	1.0	1/2	1/2	Chord	6/4	3	1	1/4	1/4	1	662						
40	40	237	237	1.0	3/4	3/4	Chord	6/4	3	1	1/4	1/4	1	663						
40	40	238	238	1.0	1	1	Chord	6/4	3	1	1/4	1/4	1	664						
40	40	239	239	1.0	5/4	5/4	Chord	6/4	3	1	1/4	1/4	1	665						
40	40	234	234	0.0	0	0	FiguredBass	6/4	4	1	0					1/4	6			
40	40	234	234	1.0	0	0	Chord	6/4	4	1	1/4	1/4	1	666						
40	40	235	235	1.0	1/4	1/4	Chord	6/4	4	1	1/4	1/4	1	667						
40	40	236	236	0.0	1/2	1/2	FiguredBass	6/4	4	1	0					1/4	6			
40	40	236	236	1.0	1/2	1/2	Chord	6/4	4	1	1/4	1/4	1	668						
40	40	237	237	0.0	3/4	3/4	FiguredBass	6/4	4	1	0					1/4	b			
40	40	237	237	1.0	3/4	3/4	Chord	6/4	4	1	1/4	1/4	1	669						
40	40	238	238	1.0	1	1	Chord	6/4	4	1	1/4	1/4	1	670						
40	40	239	239	1.0	5/4	5/4	Chord	6/4	4	1	1/4	1/4	1	671						
41	41	240	240	1.0	0	0	Chord	6/4	1	1	1/4	1/4	1	672						
41	41	241	241	1.0	1/4	1/4	Chord	6/4	1	1	1/4	1/4	1	673						
41	41	244	244	1.0	1	1	Chord	6/4	1	1	1/4	1/4	1	674						
41	41	245	245	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	675						
41	41	241	241	1.0	1/4	1/4	Chord	6/4	2	1	1/4	1/4	1	676						31
41	41	242	242	1.0	1/2	1/2	Chord	6/4	2	1	1/4	1/4	1	677						
41	41	243	243	1.0	3/4	3/4	Chord	6/4	2	1	1/4	1/4	1	678						
41	41	244	244	1.0	1	1	Chord	6/4	2	1	1/4	1/4	1	679						
41	41	245	245	1.0	5/4	5/4	Chord	6/4	2	1	1/4	1/4	1	680						
41	41	240	240	1.0	0	0	Chord	6/4	3	1	1/4	1/4	1	681						
41	41	241	241	1.0	1/4	1/4	Chord	6/4	3	1	1/4	1/4	1	682						
41	41	242	242	1.0	1/2	1/2	Chord	6/4	3	1	1/4	1/4	1	683						
41	41	243	243	1.0	3/4	3/4	Chord	6/4	3	1	1/4	1/4	1	684						
41	41	244	244	1.0	1	1	Chord	6/4	3	1	1/4	1/4	1	685						
41	41	245	245	1.0	5/4	5/4	Chord	6/4	3	1	1/4	1/4	1	686						
41	41	240	240	0.0	0	0	FiguredBass	6/4	4	1	0					1/4	6			
41	41	240	240	1.0	0	0	Chord	6/4	4	1	1/4	1/4	1	687						
41	41	241	241	1.0	1/4	1/4	Chord	6/4	4	1	1/4	1/4	1	688						
41	41	242	242	0.0	1/2	1/2	FiguredBass	6/4	4	1	0					1/4	6			
41	41	242	242	1.0	1/2	1/2	Chord	6/4	4	1	1/4	1/4	1	689						
41	41	243	243	0.0	3/4	3/4	FiguredBass	6/4	4	1	0					1/4	b			
41	41	243	243	1.0	3/4	3/4	Chord	6/4	4	1	1/4	1/4	1	690						
41	41	244	244	0.0	1	1	FiguredBass	6/4	4	1	0					1/4	6			
41	41	244	244	1.0	1	1	Chord	6/4	4	1	1/4	1/4	1	691						
41	41	245	245	0.0	5/4	5/4	FiguredBass	6/4	4	1	0					1/4	b			
41	41	245	245	1.0	5/4	5/4	Chord	6/4	4	1	1/4	1/4	1	692						
42	42	246	246	2.0	0	0	Chord	6/4	1	1	1/2	1/2	1	693						
42	42	248	248	2.0	1/2	1/2	Chord	6/4	1	1	1/2	1/2	1	694						
42	42	250	250	1.5	1	1	Chord	6/4	1	1	3/8	1/4	3/2	695						
42	42	503/2	503/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8	1/8	1	696						
42	42	246	246	2.0	0	0	Chord	6/4	2	1	1/2	1/2	1	697						
42	42	248	248	2.0	1/2	1/2	Chord	6/4	2	1	1/2	1/2	1	698						
42	42	250	250	2.0	1	1	Chord	6/4	2	1	1/2	1/2	1	699						
42	42	246	246	2.0	0	0	Chord	6/4	3	1	1/2	1/2	1	700						
42	42	248	248	2.0	1/2	1/2	Chord	6/4	3	1	1/2	1/2	1	701						
42	42	250	250	1.0	1	1	Chord	6/4	3	1	1/4	1/4	1	702						
42	42	251	251	1.0	5/4	5/4	Chord	6/4	3	1	1/4	1/4	1	703						
42	42	246	246	0.0	0	0	FiguredBass	6/4	4	1	0					1/2	7	h		
42	42	246	246	2.0	0	0	Chord	6/4	4	1	1/2	1/2	1	704						
42	42	248	248	0.0	1/2	1/2	FiguredBass	6/4	4	1	0					1/2	b7	5	b	
42	42	248	248	2.0	1/2	1/2	Chord	6/4	4	1	1/2	1/2	1	705						
42	42	250	250	0.0	1	1	FiguredBass	6/4	4	1	0					1/4	5	4		
42	42	250	250	1.0	1	1	Chord	6/4	4	1	1/4	1/4	1	706						
42	42	251	251	0.0	5/4	5/4	FiguredBass	6/4	4	1	0					1/4	h			
42	42	251	251	1.0	5/4	5/4	Chord	6/4	4	1	1/4	1/4	1	707						
43	43	252	252	2.0	0	0	Chord	6/4	1	1	1/2	1/2	1	708						
43	43	256	256	1.0	1	1	Chord	6/4	1	1	1/4	1/4	1	709						32
43	43	257	257	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	710						
43	43	252	252	1.0	0	0	Chord	6/4	2	1	1/4	1/4	1	711						
43	43	253	253	0.5	1/4	1/4	Chord	6/4	2	1	1/8	1/8	1	712						33
43	43	507/2	507/2	0.5	3/8	3/8	Chord	6/4	2	1	1/8	1/8	1	713						33
43	43	254	254	1.0	1/2	1/2	Chord	6/4	2	1	1/4	1/4	1	714						
43	43	255	255	1.0	3/4	3/4	Chord	6/4	2	1	1/4	1/4	1	715						
43	43	256	256	1.0	1	1	Chord	6/4	2	1	1/4	1/4	1	716						
43	43	252	252	2.0	0	0	Chord	6/4	3	1	1/2	1/2	1	717						
43	43	254	254	1.0	1/2	1/2	Chord	6/4	3	1	1/4	1/4	1	718						
43	43	255	255	1.0	3/4	3/4	Chord	6/4	3	1	1/4	1/4	1	719						
43	43	256	256	1.0	1	1	Chord	6/4	3	1	1/4	1/4	1	720						
43	43	257	257	1.0	5/4	5/4	Chord	6/4	3	1	1/4	1/4	1	721						
43	43	252	252	0.0	0	0	FiguredBass	6/4	4	1	0					1/2	b			
43	43	252	252	2.0	0	0	Chord	6/4	4	1	1/2	1/2	1	722						
43	43	254	254	1.0	1/2	1/2	Chord	6/4	4	1	1/4	1/4	1	723						
43	43	255	255	0.0	3/4	3/4	FiguredBass	6/4	4	1	0					1/4	6			
43	43	255	255	1.0	3/4	3/4	Chord	6/4	4	1	1/4	1/4	1	724						
43	43	256	256	1.0	1	1	Chord	6/4	4	1	1/4	1/4	1	725						
43	43	257	257	0.0	5/4	5/4	FiguredBass	6/4	4	1	0					1/4	6			
43	43	257	257	1.0	5/4	5/4	Chord	6/4	4	1	1/4	1/4	1	726						
44	44	258	258	2.0	0	0	Chord	6/4	1	1	1/2	1/2	1	727						
44	44	262	262	1.0	1	1	Chord	6/4	1	1	1/4	1/4	1	728						34
44	44	263	263	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	729						
44	44	259	259	0.5	1/4	1/4	Chord	6/4	2	1	1/8	1/8	1	730						35
44	44	519/2	519/2	0.5	3/8	3/8	Chord	6/4	2	1	1/8	1/8	1	731						35
44	44	260	260	1.0	1/2	1/2	Chord	6/4	2	1	1/4	1/4	1	732						
44	44	261	261	1.0	3/4	3/4	Chord	6/4	2	1	1/4	1/4	1	733						
44	44	262	262	1.0	1	1	Chord	6/4	2	1	1/4	1/4	1	734						
44	44	258	258	1.0	0	0	Chord	6/4	3	1	1/4	1/4	1	735						
44	44	259	259	1.0	1/4	1/4	Chord	6/4	3	1	1/4	1/4	1	736						
44	44	260	260	1.0	1/2	1/2	Chord	6/4	3	1	1/4	1/4	1	737						
44	44	261	261	1.0	3/4	3/4	Chord	6/4	3	1	1/4	1/4	1	738						
44	44	262	262	1.0	1	1	Chord	6/4	3	1	1/4	1/4	1	739						
44	44	263	263	1.0	5/4	5/4	Chord	6/4	3	1	1/4	1/4	1	740						
44	44	258	258	0.0	0	0	FiguredBass	6/4	4	1	0					1/4	b			
44	44	258	258	1.0	0	0	Chord	6/4	4	1	1/4	1/4	1	741						
44	44	259	259	1.0	1/4	1/4	Chord	6/4	4	1	1/4	1/4	1	742						
44	44	260	260	1.0	1/2	1/2	Chord	6/4	4	1	1/4	1/4	1	743						
44	44	261	261	0.0	3/4	3/4	FiguredBass	6/4	4	1	0					1/4	6			
44	44	261	261	1.0	3/4	3/4	Chord	6/4	4	1	1/4	1/4	1	744						
44	44	262	262	1.0	1	1	Chord	6/4	4	1	1/4	1/4	1	745						
44	44	263	263	0.0	5/4	5/4	FiguredBass	6/4	4	1	0					1/4	6			
44	44	263	263	1.0	5/4	5/4	Chord	6/4	4	1	1/4	1/4	1	746						
45	45	264	264	1.0	0	0	Chord	6/4	1	1	1/4	1/4	1	747						
45	45	268	268	1.0	1	1	Chord	6/4	1	1	1/4	1/4	1	748						36
45	45	269	269	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	749						
45	45	265	265	0.5	1/4	1/4	Chord	6/4	2	1	1/8	1/8	1	750						37
45	45	531/2	531/2	0.5	3/8	3/8	Chord	6/4	2	1	1/8	1/8	1	751						37
45	45	266	266	1.0	1/2	1/2	Chord	6/4	2	1	1/4	1/4	1	752						
45	45	267	267	1.0	3/4	3/4	Chord	6/4	2	1	1/4	1/4	1	753						
45	45	268	268	1.0	1	1	Chord	6/4	2	1	1/4	1/4	1	754						
45	45	264	264	1.0	0	0	Chord	6/4	3	1	1/4	1/4	1	755						
45	45	266	266	1.0	1/2	1/2	Chord	6/4	3	1	1/4	1/4	1	756						
45	45	267	267	1.0	3/4	3/4	Chord	6/4	3	1	1/4	1/4	1	757						
45	45	268	268	1.0	1	1	Chord	6/4	3	1	1/4	1/4	1	758						
45	45	269	269	1.0	5/4	5/4	Chord	6/4	3	1	1/4	1/4	1	759						
45	45	264	264	0.0	0	0	FiguredBass	6/4	4	1	0					1/4	b			
45	45	264	264	1.0	0	0	Chord	6/4	4	1	1/4	1/4	1	760						
45	45	266	266	1.0	1/2	1/2	Chord	6/4	4	1	1/4	1/4	1	761						
45	45	267	267	0.0	3/4	3/4	FiguredBass	6/4	4	1	0					1/4	6			
45	45	267	267	1.0	3/4	3/4	Chord	6/4	4	1	1/4	1/4	1	762						
45	45	268	268	1.0	1	1	Chord	6/4	4	1	1/4	1/4	1	763						
45	45	269	269	0.0	5/4	5/4	FiguredBass	6/4	4	1	0					1/4	6			
45	45	269	269	1.0	5/4	5/4	Chord	6/4	4	1	1/4	1/4	1	764						
46	46	270	270	2.0	0	0	Chord	6/4	1	1	1/2	1/2	1	765						
46	46	274	274	1.0	1	1	Chord	6/4	1	1	1/4	1/4	1	766						38
46	46	275	275	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	767						
46	46	271	271	0.5	1/4	1/4	Chord	6/4	2	1	1/8	1/8	1	768						39
46	46	543/2	543/2	0.5	3/8	3/8	Chord	6/4	2	1	1/8	1/8	1	769						39
46	46	272	272	1.0	1/2	1/2	Chord	6/4	2	1	1/4	1/4	1	770						
46	46	273	273	1.0	3/4	3/4	Chord	6/4	2	1	1/4	1/4	1	771						
46	46	274	274	1.0	1	1	Chord	6/4	2	1	1/4	1/4	1	772						
46	46	270	270	1.0	0	0	Chord	6/4	3	1	1/4	1/4	1	773						
46	46	271	271	1.0	1/4	1/4	Chord	6/4	3	1	1/4	1/4	1	774						
46	46	272	272	1.0	1/2	1/2	Chord	6/4	3	1	1/4	1/4	1	775						
