mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
27	27	158	158	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	551						
27	27	317/2	317/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	552						
27	27	159	159	3.0	3/4	3/4	Chord	12/8	1	1	3/4	1/2	3/2	553						
27	27	156	156	1.5	0	0	Chord	12/8	2	1	3/8	1/4	3/2	554						
27	27	315/2	315/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8	1/8	1	555						
27	27	158	158	2.0	1/2	1/2	Chord	12/8	2	1	1/2	1/2	1	556						
27	27	156	156	1.0	0	0	Chord	12/8	3	1	1/4	1/4	1	557						
27	27	157	157	1.0	1/4	1/4	Chord	12/8	3	1	1/4	1/4	1	558						
27	27	158	158	2.0	1/2	1/2	Chord	12/8	3	1	1/2	1/2	1	559						
27	27	156	156	0.0	0	0	FiguredBass	12/8	4	1	0					1/4	6	5		
27	27	156	156	1.0	0	0	Chord	12/8	4	1	1/4	1/4	1	560						
27	27	157	157	1.0	1/4	1/4	Chord	12/8	4	1	1/4	1/4	1	561						
27	27	158	158	2.0	1/2	1/2	Chord	12/8	4	1	1/2	1/2	1	562						
