mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2
30	30	471/4	471/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	823				
30	30	118	118	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	824				
30	30	473/4	473/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	825				
30	30	237/2	237/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	826				
30	30	475/4	475/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	827				
30	30	119	119	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	828				
30	30	477/4	477/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	829				
30	30	239/2	239/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	830				
30	30	479/4	479/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	831				
30	30	233/2	233/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	832				
30	30	117	117	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	833				
30	30	235/2	235/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	834				
30	30	237/2	237/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	835				
30	30	119	119	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	836				
30	30	239/2	239/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	837				
30	30	116	116	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	838				
30	30	233/2	233/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	839				
30	30	117	117	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	840				
30	30	235/2	235/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	841				
30	30	118	118	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	842				
30	30	237/2	237/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	843				
30	30	119	119	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	844				
30	30	239/2	239/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	845				
30	30	116	116	0.0	0	0	FiguredBass	4/4	4	1	0					1/4	6	
30	30	116	116	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	846				
30	30	235/2	235/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	847				
30	30	118	118	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/4	6	
30	30	118	118	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	848				
30	30	239/2	239/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	849				
31	31	120	120	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	850				
31	31	481/4	481/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	851				
31	31	241/2	241/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	852				
31	31	483/4	483/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	853				
31	31	121	121	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	854				
31	31	485/4	485/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	855				
31	31	243/2	243/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	856				
31	31	487/4	487/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	857				
31	31	122	122	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	858				
31	31	489/4	489/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	859				
31	31	245/2	245/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	860				
31	31	491/4	491/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	861				
31	31	123	123	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	862				
31	31	493/4	493/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	863				
31	31	247/2	247/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	864				
31	31	495/4	495/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	865				
31	31	241/2	241/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	866				
31	31	121	121	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	867				
31	31	243/2	243/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	868				
31	31	245/2	245/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	869				
31	31	123	123	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	870				
31	31	247/2	247/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	871				
31	31	120	120	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	872				
31	31	241/2	241/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	873				
31	31	121	121	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	874				
31	31	243/2	243/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	875				
31	31	122	122	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	876				
31	31	245/2	245/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	877				
31	31	123	123	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	878				
31	31	247/2	247/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	879				
31	31	120	120	0.0	0	0	FiguredBass	4/4	4	1	0					1/4	6	
31	31	120	120	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	880				
31	31	243/2	243/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	881				
31	31	122	122	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/4	6	
31	31	122	122	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	882				
31	31	247/2	247/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	883				
32	32	124	124	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	884				
32	32	497/4	497/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	885				
32	32	249/2	249/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	886				
32	32	499/4	499/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	887				
32	32	125	125	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	888				
32	32	501/4	501/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	889				
32	32	251/2	251/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	890				
32	32	503/4	503/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	891				
32	32	126	126	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	892				
32	32	505/4	505/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	893				
32	32	253/2	253/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	894				
32	32	507/4	507/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	895				
32	32	127	127	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	896				
32	32	249/2	249/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	897				
32	32	125	125	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	898				
32	32	251/2	251/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	899				
32	32	126	126	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	900				
32	32	255/2	255/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	901				
32	32	124	124	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	902				
32	32	249/2	249/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	903				
32	32	125	125	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	904				
32	32	251/2	251/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	905				
32	32	126	126	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	906				
32	32	253/2	253/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	907				
32	32	127	127	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	908				
32	32	255/2	255/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	909				
32	32	124	124	0.0	0	0	FiguredBass	4/4	4	1	0					1/8	#	
32	32	124	124	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	910				
32	32	249/2	249/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	911				
32	32	125	125	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	912				
32	32	251/2	251/2	0.0	3/8	3/8	FiguredBass	4/4	4	1	0					1/8	6	
32	32	251/2	251/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	913				
32	32	126	126	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/8	6	5
32	32	126	126	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	914				
32	32	253/2	253/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	915				
32	32	127	127	0.0	3/4	3/4	FiguredBass	4/4	4	1	0					1/8	5	4
32	32	127	127	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	916				
32	32	255/2	255/2	0.0	7/8	7/8	FiguredBass	4/4	4	1	0					1/8	#	
32	32	255/2	255/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	917				
33	33	128	128	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	918				
33	33	257/2	257/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	919				
33	33	129	129	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	920				
33	33	259/2	259/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	921				
33	33	261/2	261/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	922				
33	33	131	131	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	923				
33	33	263/2	263/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	924				
33	33	128	128	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	925				
33	33	259/2	259/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	926				
33	33	130	130	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	927				
33	33	521/4	521/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	928				
33	33	261/2	261/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	929				
33	33	523/4	523/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	930				
33	33	131	131	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	931				
33	33	525/4	525/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	932				
33	33	263/2	263/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	933				
33	33	527/4	527/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	934				
33	33	128	128	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	935				
33	33	259/2	259/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	936				
33	33	130	130	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	937				
33	33	261/2	261/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	938				
33	33	263/2	263/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	939				
33	33	128	128	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	940				
33	33	259/2	259/2	0.0	3/8	3/8	FiguredBass	4/4	4	1	0					1/8	6	
33	33	259/2	259/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	941				
33	33	130	130	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/8	6	
33	33	130	130	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	942				
33	33	261/2	261/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	943				
33	33	263/2	263/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	944				
34	34	265/2	265/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	945				
34	34	133	133	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	946				
34	34	267/2	267/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	947				
34	34	269/2	269/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	948				
34	34	135	135	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	949				
34	34	271/2	271/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	950				
34	34	132	132	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	951				
34	34	529/4	529/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	952				
34	34	265/2	265/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	953				
34	34	531/4	531/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	954				
34	34	133	133	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	955				
34	34	533/4	533/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	956				
34	34	267/2	267/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	957				
34	34	535/4	535/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	958				
34	34	134	134	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	959				
34	34	537/4	537/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	960				
34	34	269/2	269/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	961				
34	34	539/4	539/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	962				
34	34	135	135	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	963				
34	34	541/4	541/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	964				
34	34	271/2	271/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	965				
34	34	543/4	543/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	966				
34	34	132	132	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	967				
34	34	265/2	265/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	968				
34	34	267/2	267/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	969				
34	34	134	134	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	970				
34	34	269/2	269/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	971				
34	34	271/2	271/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	972				
34	34	132	132	0.0	0	0	FiguredBass	4/4	4	1	0					1/8	6	
34	34	132	132	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	973				
34	34	265/2	265/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	974				
34	34	267/2	267/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	975				
34	34	134	134	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/8	6	
34	34	134	134	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	976				
34	34	269/2	269/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	977				
34	34	271/2	271/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	978				
35	35	136	136	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	979				
35	35	273/2	273/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	980				
35	35	137	137	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	981				
35	35	275/2	275/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	982				
35	35	138	138	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	983				
35	35	279/2	279/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	984				
35	35	136	136	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	985				
35	35	545/4	545/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	986				
35	35	273/2	273/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	987				
35	35	547/4	547/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	988				
35	35	137	137	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	989				
35	35	549/4	549/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	990				
35	35	275/2	275/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	991				
35	35	551/4	551/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	992				
35	35	138	138	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	993				
35	35	553/4	553/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	994				
35	35	277/2	277/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	995				
35	35	555/4	555/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	996				
35	35	139	139	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	997				
35	35	136	136	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	998				
35	35	273/2	273/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	999				
35	35	137	137	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	1000				
35	35	275/2	275/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	1001				
35	35	138	138	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	1002				
35	35	277/2	277/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	1003				
35	35	139	139	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	1004				
35	35	279/2	279/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	1005				
35	35	136	136	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	1006				
35	35	273/2	273/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	1007				
35	35	137	137	0.0	1/4	1/4	FiguredBass	4/4	4	1	0					1/8	6	
35	35	137	137	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	1008				
35	35	275/2	275/2	0.0	3/8	3/8	FiguredBass	4/4	4	1	0					1/8	6	
35	35	275/2	275/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	1009				
35	35	138	138	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/8	6	5
35	35	138	138	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	1010				
35	35	277/2	277/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	1011				
35	35	139	139	0.0	3/4	3/4	FiguredBass	4/4	4	1	0					1/8	5	4
35	35	139	139	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	1012				
35	35	279/2	279/2	0.0	7/8	7/8	FiguredBass	4/4	4	1	0					1/8	3	
35	35	279/2	279/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	1013				
36	36	140	140	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	1014				
36	36	283/2	283/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1015				
36	36	142	142	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	1016				
36	36	569/4	569/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	1017				
36	36	285/2	285/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	1018				
36	36	571/4	571/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	1019				
36	36	143	143	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	1020				
36	36	573/4	573/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	1021				
36	36	287/2	287/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	1022				
36	36	575/4	575/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	1023				
36	36	140	140	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	1024				
36	36	281/2	281/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	1025				
36	36	141	141	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1026				
36	36	283/2	283/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1027				
36	36	285/2	285/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1028				
36	36	143	143	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1029				
36	36	287/2	287/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1030				
36	36	140	140	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	1031				
36	36	281/2	281/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	1032				
36	36	141	141	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	1033				
36	36	283/2	283/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	1034				
36	36	142	142	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	1035				
36	36	285/2	285/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	1036				
36	36	143	143	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	1037				
36	36	287/2	287/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	1038				
36	36	140	140	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	1039				
36	36	283/2	283/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	1040				
36	36	142	142	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/4	6	
36	36	142	142	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	1041				
36	36	287/2	287/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	1042				
37	37	144	144	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	1043				
37	37	577/4	577/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	1044				
37	37	289/2	289/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	1045				
37	37	579/4	579/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	1046				
37	37	145	145	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	1047				
37	37	581/4	581/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	1048				
37	37	291/2	291/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	1049				
37	37	583/4	583/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	1050				
37	37	146	146	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	1051				
37	37	585/4	585/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	1052				
37	37	293/2	293/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	1053				
37	37	587/4	587/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	1054				
37	37	147	147	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	1055				
37	37	589/4	589/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	1056				
37	37	295/2	295/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	1057				
37	37	591/4	591/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	1058				
37	37	289/2	289/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	1059				
37	37	145	145	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1060				
37	37	291/2	291/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1061				
37	37	293/2	293/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1062				
37	37	147	147	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1063				
37	37	295/2	295/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1064				
37	37	144	144	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	1065				
37	37	289/2	289/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	1066				
37	37	145	145	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	1067				
37	37	291/2	291/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	1068				
37	37	146	146	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	1069				
37	37	293/2	293/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	1070				
37	37	147	147	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	1071				
37	37	295/2	295/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	1072				
37	37	144	144	0.0	0	0	FiguredBass	4/4	4	1	0					1/4	6	
37	37	144	144	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	1073				
37	37	291/2	291/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	1074				
37	37	146	146	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/4	6	
37	37	146	146	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	1075				
37	37	295/2	295/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	1076				
38	38	148	148	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	1077				
38	38	593/4	593/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	1078				
38	38	297/2	297/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	1079				
38	38	595/4	595/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	1080				
38	38	149	149	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	1081				
38	38	597/4	597/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	1082				
38	38	299/2	299/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	1083				
38	38	599/4	599/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	1084				
38	38	150	150	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	1085				
38	38	601/4	601/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	1086				
38	38	301/2	301/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	1087				
38	38	603/4	603/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	1088				
38	38	151	151	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	1089				
38	38	148	148	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	1090				
38	38	297/2	297/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	1091				
38	38	149	149	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1092				
38	38	299/2	299/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1093				
38	38	150	150	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	1094	ornamentTrill			
