mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	staff_text	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
26	26	403/4	403/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	533					
26	26	101	101	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	534					
26	26	405/4	405/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	535					
26	26	203/2	203/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	536					
26	26	407/4	407/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	537					
26	26	102	102	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	538					
26	26	409/4	409/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	539					
26	26	205/2	205/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	540					
26	26	411/4	411/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	541					
26	26	103	103	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	542					
26	26	413/4	413/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	543					
26	26	207/2	207/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	544					
26	26	415/4	415/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	545					
26	26	100	100	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	546					
26	26	101	101	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	547					
26	26	103	103	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	548					
26	26	100	100	0.0	0	0	FiguredBass	4/4	3	1	0					1/8	9		
26	26	100	100	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	549					
26	26	201/2	201/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	550					
26	26	101	101	0.0	1/4	1/4	FiguredBass	4/4	3	1	0					1/8	6		
26	26	101	101	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	551					
26	26	203/2	203/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	552					
26	26	102	102	0.0	1/2	1/2	FiguredBass	4/4	3	1	0					1/8	7	#	
26	26	102	102	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	553					
26	26	205/2	205/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	554					
26	26	103	103	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	555					
26	26	207/2	207/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	556					
27	27	104	104	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	557					
27	27	106	106	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	558					
27	27	104	104	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	559					
27	27	209/2	209/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	560					
27	27	105	105	1.5	1/4	1/4	Chord	4/4	2	1	3/8	1/4	3/2	561					
27	27	213/2	213/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	562					
27	27	107	107	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	563					
27	27	104	104	0.0	0	0	FiguredBass	4/4	3	1	0					1/8	9		
27	27	104	104	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	564					
27	27	209/2	209/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	565					
27	27	105	105	0.0	1/4	1/4	FiguredBass	4/4	3	1	0					1/8	5		
27	27	105	105	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	566					
27	27	211/2	211/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	567					
27	27	106	106	0.0	1/2	1/2	FiguredBass	4/4	3	1	0					1/8	9		
27	27	106	106	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	568					
27	27	213/2	213/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	569					
27	27	107	107	0.0	3/4	3/4	FiguredBass	4/4	3	1	0					1/8	6		
27	27	107	107	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	570					
27	27	215/2	215/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	571					
28	28	108	108	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	572					
28	28	110	110	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	573					
28	28	108	108	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	574					
28	28	109	109	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	575					
28	28	110	110	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	576					
28	28	108	108	0.0	0	0	FiguredBass	4/4	3	1	0					1/8	5	4	
28	28	108	108	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	577					
28	28	217/2	217/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	578					
28	28	109	109	0.0	1/4	1/4	FiguredBass	4/4	3	1	0					1/8	6		
28	28	109	109	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	579					
28	28	219/2	219/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	580					
28	28	110	110	0.0	1/2	1/2	FiguredBass	4/4	3	1	0					1/4	4	2	
28	28	110	110	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	581					
28	28	111	111	0.0	3/4	3/4	FiguredBass	4/4	3	1	0					1/4	5		
28	28	111	111	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	582					
29	29	112	112	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	583					
29	29	225/2	225/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	584					
29	29	113	113	1.5	1/4	1/4	Chord	4/4	1	1	3/8	1/4	3/2	585					
29	29	229/2	229/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	586					
29	29	115	115	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	587					
29	29	112	112	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	588					
29	29	227/2	227/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	589					
29	29	114	114	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	590					
29	29	231/2	231/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	591					
29	29	112	112	0.0	0	0	FiguredBass	4/4	3	1	0					1/4	#		
29	29	112	112	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	592					
29	29	227/2	227/2	0.0	3/8	3/8	FiguredBass	4/4	3	1	0					1/8	6		
29	29	227/2	227/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	593					
29	29	114	114	0.0	1/2	1/2	FiguredBass	4/4	3	1	0					1/8	5		
29	29	114	114	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	594					
29	29	229/2	229/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	595					
29	29	115	115	0.0	3/4	3/4	FiguredBass	4/4	3	1	0					1/8	6		
29	29	115	115	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	596					
29	29	231/2	231/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	597					
30	30	116	116	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	598					
30	30	233/2	233/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	599					
30	30	117	117	1.5	1/4	1/4	Chord	4/4	1	1	3/8	1/4	3/2	600					
30	30	237/2	237/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	601					
30	30	119	119	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	602					
30	30	116	116	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	603					
30	30	235/2	235/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	604					
30	30	118	118	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	605					
30	30	239/2	239/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	606					
30	30	116	116	0.0	0	0	FiguredBass	4/4	3	1	0					1/8	#		
30	30	116	116	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	607					
30	30	233/2	233/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	608					
30	30	117	117	0.0	1/4	1/4	FiguredBass	4/4	3	1	0					1/8	6		
30	30	117	117	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	609					
30	30	235/2	235/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	610					
30	30	118	118	0.0	1/2	1/2	FiguredBass	4/4	3	1	0					1/8	5		
30	30	118	118	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	611					
30	30	237/2	237/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	612					
30	30	119	119	0.0	3/4	3/4	FiguredBass	4/4	3	1	0					1/8	6		
30	30	119	119	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	613					
30	30	239/2	239/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	614					
31	31	120	120	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	615					
31	31	241/2	241/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	616					
31	31	121	121	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	617					
31	31	243/2	243/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	618					0
31	31	487/4	487/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	619					
31	31	122	122	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	620					
31	31	120	120	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	621					
31	31	241/2	241/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	622					
31	31	121	121	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	623					
31	31	123	123	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	624					
31	31	120	120	0.0	0	0	FiguredBass	4/4	3	1	0					1/8	7	#	
31	31	120	120	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	625					
31	31	241/2	241/2	0.0	1/8	1/8	FiguredBass	4/4	3	1	0					1/8	6		
31	31	241/2	241/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	626					
31	31	121	121	0.0	1/4	1/4	FiguredBass	4/4	3	1	0					1/8	5		
31	31	121	121	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	627					
31	31	243/2	243/2	0.0	3/8	3/8	FiguredBass	4/4	3	1	0					1/8	6		
31	31	243/2	243/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	628					
31	31	122	122	0.0	1/2	1/2	FiguredBass	4/4	3	1	0					1/8	6	5	
31	31	122	122	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	629					
31	31	245/2	245/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	630					
31	31	123	123	0.0	3/4	3/4	FiguredBass	4/4	3	1	0					1/8	#		
31	31	123	123	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	631					
31	31	247/2	247/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	632					
32	32	124	124	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	633					
32	32	125	125	1.5	1/4	1/4	Chord	4/4	1	1	3/8	1/4	3/2	634					
32	32	253/2	253/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	635					
32	32	127	127	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	636					
32	32	255/2	255/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	637					
32	32	124	124	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	638					
32	32	251/2	251/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	639					
32	32	126	126	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	640					
32	32	255/2	255/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	641					
32	32	124	124	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	642					
32	32	249/2	249/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	643					
32	32	125	125	0.0	1/4	1/4	FiguredBass	4/4	3	1	0					1/8	6		
32	32	125	125	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	644					
32	32	251/2	251/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	645					
32	32	126	126	0.0	1/2	1/2	FiguredBass	4/4	3	1	0					1/8	9		
32	32	126	126	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	646					
32	32	253/2	253/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	647					
32	32	127	127	0.0	3/4	3/4	FiguredBass	4/4	3	1	0					1/8	6		
32	32	127	127	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	648					
32	32	255/2	255/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	649					
33	33	128	128	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	650					
33	33	128	128	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	651					
33	33	128	128	0.0	0	0	FiguredBass	4/4	3	1	0					1/4	#		
33	33	128	128	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	652					
