mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	system_text	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
19	19	74	74	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	262							
19	19	75	75	0.0	3/4	3/4	FiguredBass	4/4	4	1	0						1/4	3b			
20	20	76	76	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	263							
20	20	153/2	153/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	264							
20	20	77	77	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	265							
20	20	79	79	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	266							
20	20	159/2	159/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	267							
20	20	76	76	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	268							
20	20	77	77	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	269							
20	20	155/2	155/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	270							
20	20	78	78	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	271							
20	20	157/2	157/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	272							
20	20	79	79	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	273							
20	20	76	76	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	274							
20	20	78	78	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	275							
20	20	76	76	0.0	0	0	FiguredBass	4/4	4	1	0						1/4	7	3		
20	20	76	76	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	276							
20	20	77	77	0.0	1/4	1/4	FiguredBass	4/4	4	1	0						1/4	8	6		
20	20	78	78	0.0	1/2	1/2	FiguredBass	4/4	4	1	0						1/4	7	#		
20	20	78	78	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	277							
20	20	79	79	0.0	3/4	3/4	FiguredBass	4/4	4	1	0						1/4	8	6		
21	21	80	80	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	278							
21	21	161/2	161/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	279							
21	21	81	81	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	280							
21	21	163/2	163/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	281							
21	21	82	82	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	282							
21	21	165/2	165/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	283							
21	21	83	83	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	284							
21	21	80	80	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	285							
21	21	81	81	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	286							
21	21	83	83	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	287							
21	21	80	80	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	288							
21	21	163/2	163/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	289							
21	21	82	82	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	290							
21	21	167/2	167/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	291							
21	21	80	80	0.0	0	0	FiguredBass	4/4	4	1	0						1/4	7			
21	21	80	80	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	292							
21	21	163/2	163/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	293							
21	21	82	82	0.0	1/2	1/2	FiguredBass	4/4	4	1	0						1/4	7	#		
21	21	82	82	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	294							
21	21	167/2	167/2	0.0	7/8	7/8	FiguredBass	4/4	4	1	0						1/8	6			
21	21	167/2	167/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	295							
22	22	84	84	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	296							
22	22	85	85	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	297							
22	22	86	86	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	298							
22	22	173/2	173/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	299							
22	22	87	87	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	300							
22	22	175/2	175/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	301							
22	22	84	84	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	302							
22	22	86	86	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	303							
22	22	84	84	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	304							
22	22	85	85	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	305							
22	22	86	86	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	306							
22	22	84	84	0.0	0	0	FiguredBass	4/4	4	1	0						1/4	6\	5		
22	22	84	84	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	307							
22	22	85	85	0.0	1/4	1/4	FiguredBass	4/4	4	1	0						1/4	#			
22	22	85	85	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	308							
22	22	86	86	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	309							
23	23	88	88	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	310							
23	23	90	90	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	311							
23	23	181/2	181/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	312							
23	23	91	91	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	313							
23	23	183/2	183/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	314							
23	23	177/2	177/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	315							
23	23	89	89	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	316							
23	23	179/2	179/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	317							
23	23	90	90	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	318							
23	23	181/2	181/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	319							
23	23	91	91	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	320							
24	24	92	92	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	321							
24	24	185/2	185/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	322							
24	24	93	93	1.5	1/4	1/4	Chord	4/4	1	1	3/8	1/4	3/2	323							
24	24	189/2	189/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	324							
24	24	95	95	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	325							
24	24	191/2	191/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	326							
24	24	92	92	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	327							
24	24	185/2	185/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	328							
24	24	93	93	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	329							
24	24	187/2	187/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	330							
24	24	94	94	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	331							
24	24	189/2	189/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	332							
24	24	95	95	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	333							
25	25	96	96	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	334							
25	25	193/2	193/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	335							
25	25	97	97	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	336							
25	25	99	99	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	337							
25	25	96	96	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	338							
25	25	193/2	193/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	339							
25	25	97	97	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	340							
25	25	195/2	195/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	341							
25	25	98	98	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	342							
25	25	197/2	197/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	343							
25	25	99	99	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	344							
26	26	100	100	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	345							
26	26	102	102	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	346							
26	26	100	100	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	347							
26	26	201/2	201/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	348							
26	26	101	101	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	349							
26	26	103	103	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	350							
26	26	102	102	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	351							
26	26	102	102	0.0	1/2	1/2	FiguredBass	4/4	4	1	0						1/4	5	4		
26	26	102	102	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	352							
26	26	103	103	0.0	3/4	3/4	FiguredBass	4/4	4	1	0						1/4	#			
27	27	104	104	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	353							
27	27	106	106	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	354							
27	27	209/2	209/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	355							
27	27	105	105	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	356							
27	27	211/2	211/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	357							
27	27	423/4	423/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	358							
27	27	106	106	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	359							
27	27	213/2	213/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	360							
27	27	107	107	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	361							
27	27	104	104	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	362							
27	27	105	105	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	363							
27	27	106	106	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	364							
27	27	107	107	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	365							
27	27	215/2	215/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	366							
27	27	104	104	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	367							
27	27	105	105	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	368							
27	27	106	106	0.0	1/2	1/2	FiguredBass	4/4	4	1	0						1/4	6			
27	27	106	106	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	369							
27	27	107	107	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	370							
27	27	215/2	215/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	371							
28	28	108	108	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	372							
28	28	109	109	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	373							
28	28	110	110	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	374							
28	28	111	111	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	375							
28	28	223/2	223/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	376							
28	28	108	108	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	377							
28	28	217/2	217/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	378							
28	28	109	109	1.5	1/4	1/4	Chord	4/4	2	1	3/8	1/4	3/2	379							
28	28	221/2	221/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	380							
28	28	111	111	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	381							
28	28	108	108	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	382							
28	28	110	110	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	383							
28	28	111	111	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	384							
28	28	108	108	0.0	0	0	FiguredBass	4/4	4	1	0						1/4	7			
28	28	108	108	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	385							
28	28	109	109	0.0	1/4	1/4	FiguredBass	4/4	4	1	0						1/4	6			
28	28	110	110	0.0	1/2	1/2	FiguredBass	4/4	4	1	0						1/4	7			
28	28	110	110	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	386							
28	28	111	111	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	387							
29	29	112	112	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	388	ornamentTrill						
29	29	114	114	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	389							
29	29	231/2	231/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	390							10
29	29	463/4	463/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	391							
29	29	112	112	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	392							
29	29	113	113	1.5	1/4	1/4	Chord	4/4	2	1	3/8	1/4	3/2	393							
29	29	229/2	229/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	394							
29	29	115	115	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	395							
29	29	112	112	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	396							
29	29	113	113	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	397							
29	29	114	114	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	398							
29	29	112	112	0.0	0	0	FiguredBass	4/4	4	1	0						1/4	7	h		
29	29	112	112	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	399							
29	29	113	113	0.0	1/4	1/4	FiguredBass	4/4	4	1	0						1/4	b7			
29	29	113	113	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	400							
29	29	114	114	0.0	1/2	1/2	FiguredBass	4/4	4	1	0						1/4	7			
29	29	114	114	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	401							
29	29	115	115	0.0	3/4	3/4	FiguredBass	4/4	4	1	0						1/4	6			
30	30	116	116	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	402							
30	30	233/2	233/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	403							
30	30	117	117	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	404							
30	30	119	119	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	405							
30	30	116	116	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	406							
30	30	233/2	233/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	407							11
30	30	467/4	467/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	408							
30	30	117	117	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	409							
30	30	235/2	235/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	410							12
30	30	471/4	471/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	411							
30	30	118	118	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	412							
30	30	116	116	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	413							
30	30	118	118	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	414							
30	30	116	116	0.0	0	0	FiguredBass	4/4	4	1	0						1/4	7	#		
30	30	116	116	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	415							
30	30	118	118	0.0	1/2	1/2	FiguredBass	4/4	4	1	0						1/4	5	4		
30	30	118	118	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	416							
30	30	119	119	0.0	3/4	3/4	FiguredBass	4/4	4	1	0						1/4	#			
31	31	241/2	241/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	417							
31	31	121	121	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	418							
31	31	243/2	243/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	419							13
31	31	487/4	487/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	420							
31	31	122	122	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	421							
31	31	245/2	245/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	422							
31	31	123	123	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	423							
31	31	120	120	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	424							
31	31	122	122	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	425							
31	31	120	120	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	426							
31	31	121	121	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	427							
31	31	122	122	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	428							
31	31	123	123	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	429							
31	31	247/2	247/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	430							
31	31	120	120	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	431							
31	31	121	121	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	432							
31	31	122	122	0.0	1/2	1/2	FiguredBass	4/4	4	1	0						1/4	6			
31	31	122	122	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	433							
31	31	123	123	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	434							
31	31	247/2	247/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	435							
32	32	124	124	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	436							
32	32	249/2	249/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	437							
32	32	125	125	1.5	1/4	1/4	Chord	4/4	1	1	3/8	1/4	3/2	438							
32	32	253/2	253/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	439							
32	32	127	127	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	440							
32	32	124	124	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	441							
32	32	125	125	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	442							
32	32	126	126	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	443							
32	32	127	127	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	444							
32	32	255/2	255/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	445							
32	32	124	124	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	446							
32	32	126	126	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	447							
32	32	124	124	0.0	0	0	FiguredBass	4/4	4	1	0						1/4	7			
32	32	124	124	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	448							
32	32	125	125	0.0	1/4	1/4	FiguredBass	4/4	4	1	0						1/4	6			
32	32	126	126	0.0	1/2	1/2	FiguredBass	4/4	4	1	0						1/4	7			
32	32	126	126	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	449							
32	32	127	127	0.0	3/4	3/4	FiguredBass	4/4	4	1	0						1/4	6			
33	33	128	128	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	450							
33	33	129	129	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	451							
33	33	261/2	261/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	452							
33	33	131	131	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	453							
33	33	263/2	263/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	454							
33	33	128	128	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	455	ornamentTrill						
33	33	130	130	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	456							
33	33	128	128	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	457							
33	33	130	130	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	458							
33	33	128	128	0.0	0	0	FiguredBass	4/4	4	1	0						1/4	7			
33	33	128	128	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	459							
33	33	129	129	0.0	1/4	1/4	FiguredBass	4/4	4	1	0						1/4	6			
33	33	130	130	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	460							
34	34	132	132	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	461							
34	34	265/2	265/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	462							
34	34	133	133	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	463							
34	34	267/2	267/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	464							
34	34	134	134	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	465							
34	34	269/2	269/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	466							
34	34	135	135	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	467							
34	34	132	132	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	468							
34	34	134	134	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	469							
34	34	132	132	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	470							
34	34	133	133	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	471							
34	34	134	134	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	472							
34	34	132	132	0.0	0	0	FiguredBass	4/4	4	1	0						1/4	4+	2		
34	34	132	132	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	473							
34	34	133	133	0.0	1/4	1/4	FiguredBass	4/4	4	1	0						1/8	5+			
34	34	133	133	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	474							
34	34	267/2	267/2	0.0	3/8	3/8	FiguredBass	4/4	4	1	0						1/8	6\			
34	34	134	134	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	475							
35	35	136	136	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	476							
35	35	137	137	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	477							
35	35	138	138	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	478							
35	35	136	136	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	479							
35	35	139	139	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	480							
35	35	136	136	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	481							
35	35	138	138	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	482							
35	35	139	139	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	483							
35	35	136	136	0.0	0	0	FiguredBass	4/4	4	1	0						1/4	5	4		
35	35	136	136	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	484							
35	35	137	137	0.0	1/4	1/4	FiguredBass	4/4	4	1	0						1/4	#			
35	35	138	138	0.0	1/2	1/2	FiguredBass	4/4	4	1	0						1/4	9			
35	35	138	138	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	485							
35	35	139	139	0.0	3/4	3/4	FiguredBass	4/4	4	1	0						1/4	8			
35	35	139	139	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	486							
36	36	140	140	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	487							
36	36	283/2	283/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	488							
36	36	142	142	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	489							
36	36	143	143	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	490							
36	36	140	140	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	491							
36	36	141	141	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	492							
36	36	143	143	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	493							
36	36	140	140	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	494							
36	36	141	141	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	495							
36	36	283/2	283/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	496							
36	36	142	142	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	497							
36	36	140	140	0.0	0	0	FiguredBass	4/4	4	1	0						1/4	6			
36	36	140	140	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	498							
36	36	141	141	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	499							
36	36	283/2	283/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	500							
36	36	142	142	0.0	1/2	1/2	FiguredBass	4/4	4	1	0						1/4	7			
36	36	142	142	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	501							
36	36	143	143	0.0	3/4	3/4	FiguredBass	4/4	4	1	0						1/4	6			
37	37	144	144	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	502							
37	37	145	145	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	503							
37	37	146	146	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	504							
37	37	147	147	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	505							
37	37	144	144	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	506							
37	37	145	145	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	507							
37	37	146	146	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	508							
37	37	147	147	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	509							
37	37	144	144	4.0	0	0	Chord	4/4	3	1	1	1	1	510							
37	37	144	144	0.0	0	0	FiguredBass	4/4	4	1	0						1/4	7	#		
37	37	144	144	4.0	0	0	Chord	4/4	4	1	1	1	1	511							
37	37	145	145	0.0	1/4	1/4	FiguredBass	4/4	4	1	0						1/4	6	4		
37	37	146	146	0.0	1/2	1/2	FiguredBass	4/4	4	1	0						1/4	7	5	#	
37	37	147	147	0.0	3/4	3/4	FiguredBass	4/4	4	1	0						1/4	6	4		
38	38	148	148	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	512							
38	38	149	149	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	513							
38	38	150	150	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	514							
38	38	148	148	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	515							
38	38	149	149	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	516							
38	38	151	151	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	517							
38	38	148	148	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	518							
38	38	149	149	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	519							
38	38	150	150	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	520							
38	38	148	148	0.0	0	0	FiguredBass	4/4	4	1	0						1/4	7	#		
38	38	148	148	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	521							
38	38	149	149	0.0	1/4	1/4	FiguredBass	4/4	4	1	0						1/4	7	5		
38	38	149	149	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	522							
38	38	150	150	0.0	1/2	1/2	FiguredBass	4/4	4	1	0						1/4	5	4		
